GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
NT5C2	SF3B1	0.90526791346773	transcript-transcript	0.90526791346773
MGLL	FCGR2B	-0.313610352527782	transcript-transcript	0.313610352527782
HMOX2	CRIP2	0.762590615109952	transcript-transcript	0.762590615109952
HMOX2	MGLL	0.148528448953706	transcript-transcript	0.148528448953706
TYMP	IRF9	0.51943556896926	transcript-transcript	0.51943556896926
TYMP	CCS	0.797071658620732	transcript-transcript	0.797071658620732
ABCA3	CCR7	0.559115322069056	transcript-transcript	0.559115322069056
ABCA3	FLNB	0.435906228698967	transcript-transcript	0.435906228698967
CYP2C9	ELK3	-0.253387248059974	transcript-transcript	0.253387248059974
ACP5	RERE	-0.52203561471915	transcript-transcript	0.52203561471915
ACP5	CD86	0.464064502987414	transcript-transcript	0.464064502987414
PTK2B	HHEX	0.783318820872003	transcript-transcript	0.783318820872003
PTK2B	CCR7	-0.676020880517694	transcript-transcript	0.676020880517694
CD40	CD86	0.448547793516838	transcript-transcript	0.448547793516838
CD40	CALD1	-0.18946541831217	transcript-transcript	0.18946541831217
CD40	CEACAM1	-0.282539745995334	transcript-transcript	0.282539745995334
RHOH	CD47	-0.164822191779086	transcript-transcript	0.164822191779086
TOR1A	PLK3	0.474373012926	transcript-transcript	0.474373012926
TOR1A	CEACAM1	0.668596393006765	transcript-transcript	0.668596393006765
BMP2	CD40	-0.249888515922533	transcript-transcript	0.249888515922533
GATA3	SERPINH1	0.82372452471231	transcript-transcript	0.82372452471231
GBP1	XAF1	0.772897340413147	transcript-transcript	0.772897340413147
GBP1	FASLG	0.522349204890911	transcript-transcript	0.522349204890911
GBP1	IRF9	0.714574391017915	transcript-transcript	0.714574391017915
GBP1	GZMA	0.347915915768793	transcript-transcript	0.347915915768793
GBP1	SERPINB1	-0.112566460342058	transcript-transcript	0.112566460342058
GBP1	TYMP	0.213194789876646	transcript-transcript	0.213194789876646
DUSP4	BCL2	0.662612337044555	transcript-transcript	0.662612337044555
DUSP4	RERE	-0.386867300750595	transcript-transcript	0.386867300750595
DUSP4	SERPINB1	-0.584293115020942	transcript-transcript	0.584293115020942
DUSP4	GBP1	0.175922969304631	transcript-transcript	0.175922969304631
CD52	COX8A	0.588141745822202	transcript-transcript	0.588141745822202
CD9	DUSP4	-0.279276468701635	transcript-transcript	0.279276468701635
ABCC2	IFI44	-0.59908570941778	transcript-transcript	0.59908570941778
ANXA1	FLNB	-0.498608801009934	transcript-transcript	0.498608801009934
ANXA1	PLIN2	0.120090286758956	transcript-transcript	0.120090286758956
CHUK	ECD	0.452740846774168	transcript-transcript	0.452740846774168
CHUK	AP2M1	-0.451541928320148	transcript-transcript	0.451541928320148
GLA	SH2B2	0.315305781296712	transcript-transcript	0.315305781296712
ARNT	ABR	0.594077917229923	transcript-transcript	0.594077917229923
ARNT	PTK2B	0.570021688172267	transcript-transcript	0.570021688172267
PHB2	COMT	0.602007269199058	transcript-transcript	0.602007269199058
PHB2	EBP	0.871183635878615	transcript-transcript	0.871183635878615
PHB2	GYPC	0.686236348933115	transcript-transcript	0.686236348933115
CKB	CCR7	0.521286404620154	transcript-transcript	0.521286404620154
CKB	CD86	0.374254217752797	transcript-transcript	0.374254217752797
CKB	CD40	0.500533244659494	transcript-transcript	0.500533244659494
ACADM	CD52	-0.477528666772484	transcript-transcript	0.477528666772484
CD1C	SH2B2	-0.199742322575992	transcript-transcript	0.199742322575992
CD1C	CD52	0.497850800823372	transcript-transcript	0.497850800823372
GTF2B	TOR1A	0.738361256720779	transcript-transcript	0.738361256720779
HSPB1	COL9A2	-0.4662015164065	transcript-transcript	0.4662015164065
HSPB1	ACP5	0.634134984640554	transcript-transcript	0.634134984640554
HSPB1	CD52	0.717753078078417	transcript-transcript	0.717753078078417
HSPB1	CD1C	0.294629913607112	transcript-transcript	0.294629913607112
CASP6	CAPG	-0.558090368614186	transcript-transcript	0.558090368614186
ANXA5	CAST	0.62497254929131	transcript-transcript	0.62497254929131
GOT2	FCGR2B	-0.361819863809582	transcript-transcript	0.361819863809582
GOT2	CHUK	-0.915880847090679	transcript-transcript	0.915880847090679
GRN	FCGR2B	0.347833569815733	transcript-transcript	0.347833569815733
GRN	CD1C	-0.195498581874115	transcript-transcript	0.195498581874115
GRN	HSPB1	0.433199914303874	transcript-transcript	0.433199914303874
DR1	ECD	0.43193124917295	transcript-transcript	0.43193124917295
ARHGAP4	COMT	0.675897292360163	transcript-transcript	0.675897292360163
AHCY	GATM	-0.125720709101559	transcript-transcript	0.125720709101559
AHCY	AKR1A1	0.840976965937019	transcript-transcript	0.840976965937019
AHCY	SLC29A1	0.486695198118312	transcript-transcript	0.486695198118312
AHCY	EBP	0.683127916317911	transcript-transcript	0.683127916317911
AHCY	LRBA	-0.241624954802148	transcript-transcript	0.241624954802148
AHCY	PHB2	0.787680968200878	transcript-transcript	0.787680968200878
CD53	CD52	-0.733857977001058	transcript-transcript	0.733857977001058
CD53	CD27	-0.868581812245801	transcript-transcript	0.868581812245801
GSK3B	HNRNPK	0.959716325681251	transcript-transcript	0.959716325681251
CDK4	SLC29A1	0.793835285489785	transcript-transcript	0.793835285489785
CDK4	PUM3	0.883343361445977	transcript-transcript	0.883343361445977
CDK4	PHB2	0.713636876213189	transcript-transcript	0.713636876213189
CDK9	MYCBP2	-0.748263949942712	transcript-transcript	0.748263949942712
C2	CYP2C9	-0.283138730427612	transcript-transcript	0.283138730427612
CD3D	FASLG	0.463039329936426	transcript-transcript	0.463039329936426
CD3D	GZMA	0.718056001775809	transcript-transcript	0.718056001775809
CD3D	GBP1	0.132626222396795	transcript-transcript	0.132626222396795
ITGB2	ANXA5	0.500984454689705	transcript-transcript	0.500984454689705
CASP1	CCR7	-0.676457183128817	transcript-transcript	0.676457183128817
CASP1	DNASE1L3	-0.577844327737531	transcript-transcript	0.577844327737531
CASP1	PTK2B	0.752518693891155	transcript-transcript	0.752518693891155
CASP1	RHOH	-0.705881270494664	transcript-transcript	0.705881270494664
CD14	DBP	0.34663227528421	transcript-transcript	0.34663227528421
CR2	CCR7	0.465090307849169	transcript-transcript	0.465090307849169
CR2	DNASE1L3	0.281294446030117	transcript-transcript	0.281294446030117
CR2	FCER2	0.617674951754946	transcript-transcript	0.617674951754946
CR2	PTK2B	-0.208865967368234	transcript-transcript	0.208865967368234
CR2	RHOH	0.481266663987166	transcript-transcript	0.481266663987166
CR2	CASP1	-0.246542843590531	transcript-transcript	0.246542843590531
ITGAL	RERE	0.191019761460431	transcript-transcript	0.191019761460431
ITGAL	COL9A2	0.290170256990346	transcript-transcript	0.290170256990346
CD69	IFI44	0.186688825800538	transcript-transcript	0.186688825800538
CD69	RERE	-0.406702408572924	transcript-transcript	0.406702408572924
CD69	IRF9	-0.41109458338139	transcript-transcript	0.41109458338139
CD69	SERPINB1	-0.64607213825092	transcript-transcript	0.64607213825092
CD69	DUSP4	0.621088844166483	transcript-transcript	0.621088844166483
CD3G	GRK6	-0.531704170634291	transcript-transcript	0.531704170634291
IL2RB	ASXL1	0.562501156689319	transcript-transcript	0.562501156689319
IL2RB	COL9A2	-0.459021156186956	transcript-transcript	0.459021156186956
IL2RB	SH2B2	-0.50028709811021	transcript-transcript	0.50028709811021
CD2	FASLG	0.613946482566551	transcript-transcript	0.613946482566551
CD2	GZMA	0.812722002715474	transcript-transcript	0.812722002715474
CD2	GBP1	0.215377728144295	transcript-transcript	0.215377728144295
CD2	CD3D	0.947330063654206	transcript-transcript	0.947330063654206
STAT1	RERE	0.12690259015822	transcript-transcript	0.12690259015822
STAT1	IRF9	0.705774323027543	transcript-transcript	0.705774323027543
STAT1	GBP1	0.932273729510112	transcript-transcript	0.932273729510112
STAT1	DUSP4	0.182589100173377	transcript-transcript	0.182589100173377
MTFMT	NTPCR	-0.368609853371291	transcript-transcript	0.368609853371291
TWNK	RIOX1	0.834281348487995	transcript-transcript	0.834281348487995
GOLPH3	WLS	0.42121496774951	transcript-transcript	0.42121496774951
CMAS	GLB1	-0.11304030494064	transcript-transcript	0.11304030494064
MBTPS2	MTFMT	-0.564172089581162	transcript-transcript	0.564172089581162
AKR1A1	LDHD	0.777553280927852	transcript-transcript	0.777553280927852
EIF4EBP1	SRA1	0.702292130276736	transcript-transcript	0.702292130276736
RSAD2	IFI44	0.946089780998627	transcript-transcript	0.946089780998627
CFD	P2RY12	-0.479748298500406	transcript-transcript	0.479748298500406
RERE	MARCKSL1	-0.288483832961852	transcript-transcript	0.288483832961852
FASLG	CD28	0.539506922636646	transcript-transcript	0.539506922636646
EBP	LDHD	0.746517422741397	transcript-transcript	0.746517422741397
COL9A2	XCR1	-0.40964706540783	transcript-transcript	0.40964706540783
IRF9	XAF1	0.566220251850542	transcript-transcript	0.566220251850542
IRF9	RSAD2	0.644687394684541	transcript-transcript	0.644687394684541
CCS	LDHD	0.75003812069921	transcript-transcript	0.75003812069921
FCGR2A	LXN	0.72341562177023	transcript-transcript	0.72341562177023
GALT	LDHD	0.64559010078055	transcript-transcript	0.64559010078055
ERN1	GOLPH3	0.739165822238579	transcript-transcript	0.739165822238579
PUM3	FLVCR1	0.406770266278996	transcript-transcript	0.406770266278996
PUM3	TWNK	0.855295675760492	transcript-transcript	0.855295675760492
COL9A3	EBP	-0.40718771821242	transcript-transcript	0.40718771821242
FOLR2	P2RY12	-0.251577737340999	transcript-transcript	0.251577737340999
FOLR2	HPGDS	0.200679476832778	transcript-transcript	0.200679476832778
FOLR2	CFD	0.459453456823637	transcript-transcript	0.459453456823637
CALD1	LRBA	0.498864880009933	transcript-transcript	0.498864880009933
EMP1	NR4A1	0.301627097694776	transcript-transcript	0.301627097694776
GYPC	LXN	-0.418263807095479	transcript-transcript	0.418263807095479
GZMA	IKZF2	0.60197059159405	transcript-transcript	0.60197059159405
GZMA	CD28	0.527573130167877	transcript-transcript	0.527573130167877
GZMA	CD6	0.694031090928911	transcript-transcript	0.694031090928911
GZMA	FASLG	0.880861994896041	transcript-transcript	0.880861994896041
JAG1	NR4A1	-0.662729995319335	transcript-transcript	0.662729995319335
TNFRSF17	GZMA	0.276360232641182	transcript-transcript	0.276360232641182
SERPINB1	RETN	0.662789457126079	transcript-transcript	0.662789457126079
SERPINB1	PUM3	-0.773287104038902	transcript-transcript	0.773287104038902
EGR3	NR4A1	0.417013203192452	transcript-transcript	0.417013203192452
CRIP2	CRTAP	0.519599469208409	transcript-transcript	0.519599469208409
CRIP2	ASXL1	0.366154649549188	transcript-transcript	0.366154649549188
CRIP2	MARCKSL1	0.556346701630646	transcript-transcript	0.556346701630646
NT5C2	GOLPH3	0.809825659666735	transcript-transcript	0.809825659666735
FOSB	NR4A1	0.400430325852905	transcript-transcript	0.400430325852905
FOSB	PLK3	0.153163574670936	transcript-transcript	0.153163574670936
FOSB	EMP1	0.221088122709567	transcript-transcript	0.221088122709567
FOSB	EGR3	0.737181281545316	transcript-transcript	0.737181281545316
CFB	DCPS	0.380326467275147	transcript-transcript	0.380326467275147
CFB	HHEX	-0.10183184662916	transcript-transcript	0.10183184662916
ABCA3	CRIP2	0.62422796863149	transcript-transcript	0.62422796863149
CDC42	SERPINB1	0.92463873469845	transcript-transcript	0.92463873469845
CYP2C9	GATM	-0.384658062646102	transcript-transcript	0.384658062646102
ACP5	CAPG	0.150165777414416	transcript-transcript	0.150165777414416
ACP5	DNASE1L3	0.379473919429169	transcript-transcript	0.379473919429169
ABR	ZNF469	-0.699019925300609	transcript-transcript	0.699019925300609
ABR	CFD	-0.298793970149303	transcript-transcript	0.298793970149303
ABR	NLRP1	0.479594508833106	transcript-transcript	0.479594508833106
ABR	HMGN4	-0.179819061935048	transcript-transcript	0.179819061935048
ABR	ACP5	-0.345060586398658	transcript-transcript	0.345060586398658
HPD	HHEX	0.315269671706733	transcript-transcript	0.315269671706733
AP2M1	ATP6V0C	0.602832957524448	transcript-transcript	0.602832957524448
AP2M1	CRIP2	0.233473958481531	transcript-transcript	0.233473958481531
FANCC	CISH	0.733838455596523	transcript-transcript	0.733838455596523
RHOH	IKZF2	0.684026029859781	transcript-transcript	0.684026029859781
RHOH	CD28	0.802480593153544	transcript-transcript	0.802480593153544
RHOH	GZMA	0.387036417690619	transcript-transcript	0.387036417690619
CSF1R	P2RY12	-0.316547110345896	transcript-transcript	0.316547110345896
CSF1R	HPGDS	0.356750996438626	transcript-transcript	0.356750996438626
CSF1R	CFD	0.66945646915309	transcript-transcript	0.66945646915309
CSF1R	FOLR2	0.688673872783798	transcript-transcript	0.688673872783798
CSF1R	GZMA	0.462981521411244	transcript-transcript	0.462981521411244
TOR1A	MTFMT	0.236592411806173	transcript-transcript	0.236592411806173
TOR1A	RIOX2	-0.319533232538187	transcript-transcript	0.319533232538187
BMP2	JAG1	0.409896534332122	transcript-transcript	0.409896534332122
GBP1	RSAD2	0.729776352707398	transcript-transcript	0.729776352707398
GNAS	MARCKSL1	-0.392321821350855	transcript-transcript	0.392321821350855
CTSK	ENAH	-0.149354412548023	transcript-transcript	0.149354412548023
CTSK	ABR	0.252821399996846	transcript-transcript	0.252821399996846
FAP	LXN	-0.325256882671328	transcript-transcript	0.325256882671328
FAP	CTSK	-0.5424611121265	transcript-transcript	0.5424611121265
PLIN2	EIF4EBP1	0.210576267457293	transcript-transcript	0.210576267457293
GTF2F2	PUM3	-0.674327792121767	transcript-transcript	0.674327792121767
DUSP4	NR4A1	0.184827243752561	transcript-transcript	0.184827243752561
DUSP4	JAG1	-0.518225954836257	transcript-transcript	0.518225954836257
DUSP4	BMP2	-0.139466032779779	transcript-transcript	0.139466032779779
CD52	FCGR2A	-0.733266076997251	transcript-transcript	0.733266076997251
CD52	GZMA	0.619494558045764	transcript-transcript	0.619494558045764
EZH2	PUM3	0.550113826749883	transcript-transcript	0.550113826749883
ABCC2	AKR1C1	0.512609363467411	transcript-transcript	0.512609363467411
ANXA1	EMP1	0.39931726542457	transcript-transcript	0.39931726542457
ANXA1	JAG1	0.60253490322022	transcript-transcript	0.60253490322022
CHUK	MTFMT	0.506211584563285	transcript-transcript	0.506211584563285
CHUK	RIOX2	-0.389028759506304	transcript-transcript	0.389028759506304
CHUK	TOR1A	0.803819213919703	transcript-transcript	0.803819213919703
GLA	CDC42	0.778400833077384	transcript-transcript	0.778400833077384
PHB2	COX8A	0.807950991518516	transcript-transcript	0.807950991518516
ACADM	GATM	0.463511338856509	transcript-transcript	0.463511338856509
CD1C	CD28	0.566506479999777	transcript-transcript	0.566506479999777
CD1C	CCR7	0.643567428112242	transcript-transcript	0.643567428112242
CD1C	RHOH	0.603445871484573	transcript-transcript	0.603445871484573
AANAT	XCR1	-0.21729490022173	transcript-transcript	0.21729490022173
AANAT	SH2B2	0.416800740473344	transcript-transcript	0.416800740473344
GTF2B	DDOST	-0.263006934053512	transcript-transcript	0.263006934053512
GRK6	ASXL1	-0.581036390455841	transcript-transcript	0.581036390455841
GRK6	CRIP2	-0.104049678416185	transcript-transcript	0.104049678416185
HSPB1	SERPINH1	0.668215293040423	transcript-transcript	0.668215293040423
CASP6	ACADM	0.367843045338812	transcript-transcript	0.367843045338812
ANXA5	GOLPH3	0.664123848827763	transcript-transcript	0.664123848827763
ANXA5	CSNK2A1	0.338702585350902	transcript-transcript	0.338702585350902
GOT2	HPD	-0.112112956945736	transcript-transcript	0.112112956945736
GRN	CAPG	0.812207959704843	transcript-transcript	0.812207959704843
GRN	ACP5	0.403405320879809	transcript-transcript	0.403405320879809
GRN	ABR	0.126226354164167	transcript-transcript	0.126226354164167
GRN	CSF1R	0.388727477169981	transcript-transcript	0.388727477169981
DR1	PACC1	-0.651110278717712	transcript-transcript	0.651110278717712
ARHGAP4	CD6	0.329877650092922	transcript-transcript	0.329877650092922
ARHGAP4	CFD	0.491210677431039	transcript-transcript	0.491210677431039
ARHGAP4	GZMA	-0.133550030566111	transcript-transcript	0.133550030566111
ARHGAP4	TNFRSF17	0.423095185002289	transcript-transcript	0.423095185002289
ARHGAP4	ABR	-0.211776199943706	transcript-transcript	0.211776199943706
ARHGAP4	CSF1R	0.517241171698791	transcript-transcript	0.517241171698791
ARHGAP4	GRN	0.725418622374139	transcript-transcript	0.725418622374139
S1PR1	EVA1C	-0.111009942105407	transcript-transcript	0.111009942105407
ASGR1	CFB	0.400173973949004	transcript-transcript	0.400173973949004
CD27	NLRP1	-0.302960752613495	transcript-transcript	0.302960752613495
CD27	GZMA	0.533708766676718	transcript-transcript	0.533708766676718
CD27	TNFRSF17	0.652023051964255	transcript-transcript	0.652023051964255
CD27	RHOH	0.872532851031602	transcript-transcript	0.872532851031602
CD27	ARHGAP4	0.413471942361212	transcript-transcript	0.413471942361212
CD53	CD6	-0.811400763214366	transcript-transcript	0.811400763214366
CD53	CFD	-0.519386458505251	transcript-transcript	0.519386458505251
CD53	FCGR2A	0.926200546505054	transcript-transcript	0.926200546505054
CD53	FOLR2	-0.48646484107414	transcript-transcript	0.48646484107414
CD53	CSF1R	-0.64419214053004	transcript-transcript	0.64419214053004
CDK7	SF3B1	0.797809852752966	transcript-transcript	0.797809852752966
CDK7	EZH2	-0.663571681643661	transcript-transcript	0.663571681643661
CDK7	GLA	0.615172083336584	transcript-transcript	0.615172083336584
CDK7	GTF2B	0.814456576868572	transcript-transcript	0.814456576868572
GSK3B	ZNF687	0.853388668580319	transcript-transcript	0.853388668580319
GSK3B	TP53INP2	0.40677597034162	transcript-transcript	0.40677597034162
GSK3B	PTK2B	0.768111907844687	transcript-transcript	0.768111907844687
CDK4	FKBP1A	-0.341314736446497	transcript-transcript	0.341314736446497
CDK4	AP2M1	0.354576275223459	transcript-transcript	0.354576275223459
CDK9	GOLPH3	-0.50857727337974	transcript-transcript	0.50857727337974
C2	CFB	0.794350266676377	transcript-transcript	0.794350266676377
CD3D	CD28	0.70199118070672	transcript-transcript	0.70199118070672
CD3D	CCR7	0.749768827136706	transcript-transcript	0.749768827136706
CD3D	BCL2	0.674936127424879	transcript-transcript	0.674936127424879
CD3D	FASLG	0.463039329936426	transcript-transcript	0.463039329936426
CD3D	CD5	0.919733786548296	transcript-transcript	0.919733786548296
CD3D	GZMA	0.718056001775809	transcript-transcript	0.718056001775809
CD3D	TNFRSF17	0.640988219904681	transcript-transcript	0.640988219904681
CD3D	RHOH	0.751908824126882	transcript-transcript	0.751908824126882
CD3D	CD52	0.903070036073429	transcript-transcript	0.903070036073429
CD3D	CD27	0.921284757370391	transcript-transcript	0.921284757370391
ITGB2	CD86	-0.235736286470736	transcript-transcript	0.235736286470736
ITGB2	CD52	-0.596723928738948	transcript-transcript	0.596723928738948
ITGB2	CD3D	-0.80460991868011	transcript-transcript	0.80460991868011
CASP1	IKZF2	-0.526057780561326	transcript-transcript	0.526057780561326
CASP1	HPGDS	-0.428675267242075	transcript-transcript	0.428675267242075
CASP1	IFI44	-0.106400399641183	transcript-transcript	0.106400399641183
CASP1	FASLG	-0.135010570211706	transcript-transcript	0.135010570211706
CASP1	GZMA	-0.192214068992057	transcript-transcript	0.192214068992057
CASP1	CD52	-0.441833141251132	transcript-transcript	0.441833141251132
CASP1	CD53	0.81849164634485	transcript-transcript	0.81849164634485
CASP1	ITGB2	0.605715387642222	transcript-transcript	0.605715387642222
CD14	C2	0.187085390229532	transcript-transcript	0.187085390229532
ITGAL	GZMA	0.10487063944227	transcript-transcript	0.10487063944227
CD69	CCR7	0.532544423060321	transcript-transcript	0.532544423060321
CD69	BCL2	0.733612281121755	transcript-transcript	0.733612281121755
CD69	NR4A1	0.37940605000285	transcript-transcript	0.37940605000285
CD69	EMP1	-0.113938215750717	transcript-transcript	0.113938215750717
CD69	EGR3	0.352686038036294	transcript-transcript	0.352686038036294
CD69	FOSB	0.39731219002516	transcript-transcript	0.39731219002516
CD69	RHOH	0.649591700482246	transcript-transcript	0.649591700482246
CD69	CD3D	0.600846926977722	transcript-transcript	0.600846926977722
CD3G	IKZF2	0.811871657095076	transcript-transcript	0.811871657095076
CD3G	CD28	0.899208997314598	transcript-transcript	0.899208997314598
CD3G	FASLG	0.624790523241161	transcript-transcript	0.624790523241161
CD3G	GZMA	0.733182827104097	transcript-transcript	0.733182827104097
CD3G	TNFRSF17	0.514463524616615	transcript-transcript	0.514463524616615
CD3G	RHOH	0.813685295370306	transcript-transcript	0.813685295370306
CD3G	CD52	0.709534797570842	transcript-transcript	0.709534797570842
CD3G	CD27	0.86394305342016	transcript-transcript	0.86394305342016
CD3G	CD3D	0.881528795096032	transcript-transcript	0.881528795096032
SERPINA1	GOLPH3	0.607534179258583	transcript-transcript	0.607534179258583
SERPINA1	CFB	-0.219236574243964	transcript-transcript	0.219236574243964
IL2RB	HPGDS	0.387507812193507	transcript-transcript	0.387507812193507
IL2RB	IFI44	0.448871247930675	transcript-transcript	0.448871247930675
IL2RB	CCR7	0.521078108650513	transcript-transcript	0.521078108650513
IL2RB	FASLG	0.875591170842622	transcript-transcript	0.875591170842622
IL2RB	GZMA	0.82452758844145	transcript-transcript	0.82452758844145
IL2RB	ARHGAP4	-0.269411148482336	transcript-transcript	0.269411148482336
IL2RB	CD3D	0.607928887514064	transcript-transcript	0.607928887514064
CD2	IKZF2	0.683906940882371	transcript-transcript	0.683906940882371
CD2	CD28	0.732519283204365	transcript-transcript	0.732519283204365
CD2	CD6	0.95219552445674	transcript-transcript	0.95219552445674
CD2	FASLG	0.613946482566551	transcript-transcript	0.613946482566551
CD2	GZMA	0.812722002715474	transcript-transcript	0.812722002715474
CD2	TNFRSF17	0.520236849795606	transcript-transcript	0.520236849795606
CD2	RHOH	0.697514281271875	transcript-transcript	0.697514281271875
CD2	CD52	0.797026225998987	transcript-transcript	0.797026225998987
CD2	CD1C	0.596712163882032	transcript-transcript	0.596712163882032
CD2	ARHGAP4	0.172031750797288	transcript-transcript	0.172031750797288
CD2	CDKN2A	0.763715199507282	transcript-transcript	0.763715199507282
CD2	CD27	0.848913817875606	transcript-transcript	0.848913817875606
CD2	CD3D	0.947330063654206	transcript-transcript	0.947330063654206
CD2	CD3G	0.934686876939314	transcript-transcript	0.934686876939314
STAT1	RSAD2	0.630756142227764	transcript-transcript	0.630756142227764
STAT1	IRF9	0.705774323027543	transcript-transcript	0.705774323027543
STAT1	CDK4	-0.18620135127275	transcript-transcript	0.18620135127275
LDHD	TSPAN33	0.587205299240069	transcript-transcript	0.587205299240069
APBB3	NBPF3	-0.149269537890266	transcript-transcript	0.149269537890266
FLVCR1	RIOX1	0.355016294474871	transcript-transcript	0.355016294474871
DNMT3A	RIOX1	-0.524246345700258	transcript-transcript	0.524246345700258
GP5	FOXP3	0.431935654077588	transcript-transcript	0.431935654077588
ASXL1	NBPF3	0.455585246011994	transcript-transcript	0.455585246011994
ASXL1	APBB3	-0.167057434176883	transcript-transcript	0.167057434176883
GUSB	LXN	-0.483824816951847	transcript-transcript	0.483824816951847
CLCN2	ATAT1	0.644339382672755	transcript-transcript	0.644339382672755
CD28	CCL28	0.896341683009146	transcript-transcript	0.896341683009146
CD28	ERAP2	0.197637499450476	transcript-transcript	0.197637499450476
IFI44	ERAP2	0.506106602615101	transcript-transcript	0.506106602615101
IFI44	ERAP1	0.182453581045988	transcript-transcript	0.182453581045988
IFI44	XAF1	0.947180959518102	transcript-transcript	0.947180959518102
DDX19A	MTFMT	-0.688532732816056	transcript-transcript	0.688532732816056
DCPS	TWNK	0.69349675436481	transcript-transcript	0.69349675436481
DSP	WLS	0.104638780212021	transcript-transcript	0.104638780212021
HHEX	GUSB	-0.15184182771894	transcript-transcript	0.15184182771894
RSAD2	HPGDS	0.353011083434091	transcript-transcript	0.353011083434091
RUNX1	CCL28	-0.466583831344548	transcript-transcript	0.466583831344548
SERPINH1	SEPTIN9	0.799818349506962	transcript-transcript	0.799818349506962
RERE	MARCHF8	0.831619398462212	transcript-transcript	0.831619398462212
EBP	SERPINH1	0.805187119412173	transcript-transcript	0.805187119412173
COL9A2	WLS	0.365551329029426	transcript-transcript	0.365551329029426
CCS	TPCN2	-0.453347107917858	transcript-transcript	0.453347107917858
FCGR2A	XAF1	-0.450801322359998	transcript-transcript	0.450801322359998
FCGR2A	CPM	0.383672004340419	transcript-transcript	0.383672004340419
FCGR2A	CD86	-0.579705542333638	transcript-transcript	0.579705542333638
DDOST	SESN2	-0.35654549271992	transcript-transcript	0.35654549271992
DDOST	SEPTIN9	0.196028986554005	transcript-transcript	0.196028986554005
DDOST	SERPINH1	0.282722752057142	transcript-transcript	0.282722752057142
HNRNPC	SF3B1	0.656134378861355	transcript-transcript	0.656134378861355
HNRNPC	ECD	0.155940671892917	transcript-transcript	0.155940671892917
PUM3	RIOX1	0.778326194714443	transcript-transcript	0.778326194714443
PUM3	FLVCR1	0.406770266278996	transcript-transcript	0.406770266278996
COL9A3	DCPS	-0.444886138215886	transcript-transcript	0.444886138215886
CD5	NLRP1	-0.26397451404977	transcript-transcript	0.26397451404977
FOLR2	HPGDS	0.200679476832778	transcript-transcript	0.200679476832778
CALD1	LRBA	0.498864880009933	transcript-transcript	0.498864880009933
GZMA	RETN	-0.372983144516998	transcript-transcript	0.372983144516998
FCER2	PADI4	-0.566753223583091	transcript-transcript	0.566753223583091
JAG1	PLK3	0.424426969614318	transcript-transcript	0.424426969614318
TNFRSF17	CCL28	0.349697254496101	transcript-transcript	0.349697254496101
TNFRSF17	ERAP2	0.256033788807726	transcript-transcript	0.256033788807726
TNFRSF17	CD28	0.391233939318864	transcript-transcript	0.391233939318864
EGR3	TP53INP2	0.382491701569813	transcript-transcript	0.382491701569813
NT5C2	LRBA	-0.12713412502469	transcript-transcript	0.12713412502469
FCGR2B	HPGDS	-0.370085174039629	transcript-transcript	0.370085174039629
FCGR2B	FOLR2	-0.248759794877258	transcript-transcript	0.248759794877258
FOSB	NR4A1	0.400430325852905	transcript-transcript	0.400430325852905
MGLL	BCL2	-0.118049093486016	transcript-transcript	0.118049093486016
CTF1	XCR1	0.118675257117823	transcript-transcript	0.118675257117823
CFB	DNASE1L3	-0.156296114326458	transcript-transcript	0.156296114326458
TYMP	FCGR2A	-0.26387051101017	transcript-transcript	0.26387051101017
ABCA3	DEFA4	-0.391391921042952	transcript-transcript	0.391391921042952
FXN	PUM3	0.738194660462328	transcript-transcript	0.738194660462328
CDC42	CLTA	-0.256824210307709	transcript-transcript	0.256824210307709
ACP5	CPM	-0.412293100397712	transcript-transcript	0.412293100397712
HPD	CFB	0.345619564368205	transcript-transcript	0.345619564368205
AP2M1	EIF4EBP1	0.756987757782554	transcript-transcript	0.756987757782554
CD40	IRF9	0.108938995221613	transcript-transcript	0.108938995221613
CD40	FCGR2A	-0.561777369337589	transcript-transcript	0.561777369337589
RHOH	TNFRSF17	0.550786970106838	transcript-transcript	0.550786970106838
TOR1A	MTFMT	0.236592411806173	transcript-transcript	0.236592411806173
BMP2	SERPINH1	-0.46304946807355	transcript-transcript	0.46304946807355
GATA3	GLB1	-0.531892572667283	transcript-transcript	0.531892572667283
GBP1	XAF1	0.772897340413147	transcript-transcript	0.772897340413147
GBP1	CPM	-0.391550331280725	transcript-transcript	0.391550331280725
GBP1	IRF9	0.714574391017915	transcript-transcript	0.714574391017915
GBP1	MGLL	0.239085956032717	transcript-transcript	0.239085956032717
GBP1	TYMP	0.213194789876646	transcript-transcript	0.213194789876646
GBP1	ACP5	0.321985652501998	transcript-transcript	0.321985652501998
GBP1	CD40	0.292118268660942	transcript-transcript	0.292118268660942
CTSK	CFD	-0.245541579964721	transcript-transcript	0.245541579964721
FAP	XAF1	0.687189696736943	transcript-transcript	0.687189696736943
FAP	IFI44	0.680404339472694	transcript-transcript	0.680404339472694
FAP	PLK3	-0.328020647403326	transcript-transcript	0.328020647403326
FAP	JAG1	-0.113794784306037	transcript-transcript	0.113794784306037
GTF2F2	ENAH	-0.271861728330115	transcript-transcript	0.271861728330115
