GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
HNRNPK	GUSB	-0.728054077639703	transcript-transcript	0.728054077639703
HNRNPK	EBP	-0.820572065909954	transcript-transcript	0.820572065909954
HNRNPK	NT5C2	0.906911185017564	transcript-transcript	0.906911185017564
PLIN2	CAPG	0.255310629224866	transcript-transcript	0.255310629224866
PLIN2	EMP1	0.317308274308268	transcript-transcript	0.317308274308268
GTF2F2	CDC42	0.445454421950007	transcript-transcript	0.445454421950007
CD52	CCR7	0.825770901050539	transcript-transcript	0.825770901050539
CD52	FCER2	0.800194049460889	transcript-transcript	0.800194049460889
CD52	TNFRSF17	-0.185620803732489	transcript-transcript	0.185620803732489
CD52	RHOH	0.676652176092387	transcript-transcript	0.676652176092387
YWHAQ	EBP	0.24900420242961	transcript-transcript	0.24900420242961
YWHAQ	CD47	0.297488084165522	transcript-transcript	0.297488084165522
YWHAQ	HNRNPK	0.147511369863861	transcript-transcript	0.147511369863861
CD9	FLNB	0.303311299166905	transcript-transcript	0.303311299166905
CD9	BMP2	0.520306523361435	transcript-transcript	0.520306523361435
ABCC2	HHEX	0.538480517791212	transcript-transcript	0.538480517791212
ANXA1	DDOST	-0.594465353244336	transcript-transcript	0.594465353244336
ANXA1	EMP1	0.296922796685275	transcript-transcript	0.296922796685275
ANXA1	PLIN2	0.243377110096747	transcript-transcript	0.243377110096747
CHUK	PACC1	-0.639124878669805	transcript-transcript	0.639124878669805
GLA	DDOST	-0.179716314193534	transcript-transcript	0.179716314193534
GLA	FCGR2B	0.36363537546904	transcript-transcript	0.36363537546904
GLA	CDC42	0.363841781370424	transcript-transcript	0.363841781370424
CKB	GALT	0.548599248738753	transcript-transcript	0.548599248738753
CKB	CALD1	-0.373576224969337	transcript-transcript	0.373576224969337
CKB	FLNB	0.246421498922539	transcript-transcript	0.246421498922539
ACADM	HMGN4	-0.118446093895086	transcript-transcript	0.118446093895086
ACADM	DHPS	-0.380180676896207	transcript-transcript	0.380180676896207
ACADM	CD47	-0.215745016106288	transcript-transcript	0.215745016106288
ACADM	YWHAQ	0.119568916811744	transcript-transcript	0.119568916811744
CD1C	HPD	-0.345475827252685	transcript-transcript	0.345475827252685
AANAT	XAF1	0.507446663104314	transcript-transcript	0.507446663104314
GTF2B	IRF9	0.604699521533298	transcript-transcript	0.604699521533298
GTF2B	HNRNPC	0.856520093856271	transcript-transcript	0.856520093856271
CSNK2A1	YWHAQ	-0.352083456832017	transcript-transcript	0.352083456832017
GRK6	FANCC	-0.228364038604912	transcript-transcript	0.228364038604912
ANXA5	YWHAQ	-0.193627600495656	transcript-transcript	0.193627600495656
GRN	TP53INP2	-0.115237538337042	transcript-transcript	0.115237538337042
GRN	CAST	-0.384256124936171	transcript-transcript	0.384256124936171
GRN	ANXA1	-0.4084851224395	transcript-transcript	0.4084851224395
DR1	CAPG	-0.33339662453069	transcript-transcript	0.33339662453069
DR1	GTF2B	0.803487821345575	transcript-transcript	0.803487821345575
ARHGAP4	HHEX	-0.221260522137214	transcript-transcript	0.221260522137214
ARHGAP4	BCL2	0.105040807705804	transcript-transcript	0.105040807705804
ARHGAP4	CD5	0.474894172973806	transcript-transcript	0.474894172973806
ARHGAP4	PTK2B	-0.223777074737514	transcript-transcript	0.223777074737514
ARHGAP4	FANCC	0.203550875416854	transcript-transcript	0.203550875416854
CSNK2A2	FANCC	0.271104513454756	transcript-transcript	0.271104513454756
CSNK2A2	YWHAQ	0.225908235118859	transcript-transcript	0.225908235118859
CREB1	ACADM	0.155609987137031	transcript-transcript	0.155609987137031
S1PR1	CD28	0.161228577982621	transcript-transcript	0.161228577982621
AHCY	EBP	0.574880803230642	transcript-transcript	0.574880803230642
AHCY	AP2M1	0.385590485809652	transcript-transcript	0.385590485809652
ASGR1	DBP	0.479894688156928	transcript-transcript	0.479894688156928
BRCA2	EZH2	0.75669529106905	transcript-transcript	0.75669529106905
CD27	TCFL5	-0.154575321618344	transcript-transcript	0.154575321618344
CD27	CD28	0.366638513876514	transcript-transcript	0.366638513876514
CD27	CD6	0.533637574175551	transcript-transcript	0.533637574175551
CD53	CCR7	-0.607272318469202	transcript-transcript	0.607272318469202
CD53	TNFRSF17	-0.137823060223551	transcript-transcript	0.137823060223551
CD53	PTK2B	0.764069389018929	transcript-transcript	0.764069389018929
CD53	CD52	-0.505460906417326	transcript-transcript	0.505460906417326
CDK7	COX8A	-0.538953311966886	transcript-transcript	0.538953311966886
GSK3B	EBP	-0.82370011045687	transcript-transcript	0.82370011045687
GSK3B	HNRNPK	0.964473166882214	transcript-transcript	0.964473166882214
ABL1	CD53	-0.641281549285425	transcript-transcript	0.641281549285425
CTNNB1	CLTA	-0.550146499304868	transcript-transcript	0.550146499304868
CTNNB1	GALT	-0.766382286619514	transcript-transcript	0.766382286619514
CTNNB1	DUSP4	-0.359209674455232	transcript-transcript	0.359209674455232
C2	CPM	-0.317146708811459	transcript-transcript	0.317146708811459
C2	ABCA3	0.523707076710195	transcript-transcript	0.523707076710195
CD3D	CD28	0.768212822633948	transcript-transcript	0.768212822633948
CD3D	CD6	0.927479980791858	transcript-transcript	0.927479980791858
CD3D	RUNX1	-0.338010837937017	transcript-transcript	0.338010837937017
CD3D	CD5	0.885381265079863	transcript-transcript	0.885381265079863
CD3D	GATA3	0.890868728667525	transcript-transcript	0.890868728667525
CD3D	CD27	0.482383649812302	transcript-transcript	0.482383649812302
ITGB2	DDOST	-0.193014637119417	transcript-transcript	0.193014637119417
ITGB2	SERPINB1	0.23068245321052	transcript-transcript	0.23068245321052
ITGB2	MGLL	-0.213992531694172	transcript-transcript	0.213992531694172
ITGB2	GRN	0.230912612950414	transcript-transcript	0.230912612950414
CASP1	CAPG	0.105972752460025	transcript-transcript	0.105972752460025
CASP1	CD53	0.828251536813113	transcript-transcript	0.828251536813113
CD14	GBP1	-0.132467999696004	transcript-transcript	0.132467999696004
CR2	CD28	0.562476669530589	transcript-transcript	0.562476669530589
CR2	TNFRSF17	0.299975236121189	transcript-transcript	0.299975236121189
CR2	RHOH	0.387710258583334	transcript-transcript	0.387710258583334
CR2	CD27	0.121634084701039	transcript-transcript	0.121634084701039
CR2	CD3D	0.161271446938332	transcript-transcript	0.161271446938332
ITGAL	CAPG	-0.203531009256431	transcript-transcript	0.203531009256431
ITGAL	FASLG	-0.144765150700931	transcript-transcript	0.144765150700931
ITGAL	CD5	-0.484325912742119	transcript-transcript	0.484325912742119
ITGAL	GATA3	-0.364981866803672	transcript-transcript	0.364981866803672
ITGAL	DR1	0.386940509986429	transcript-transcript	0.386940509986429
ITGAL	ARHGAP4	-0.269542948771136	transcript-transcript	0.269542948771136
ITGAL	CD3D	-0.567238648967393	transcript-transcript	0.567238648967393
CD69	ARHGAP4	-0.218902366674715	transcript-transcript	0.218902366674715
CD69	S1PR1	0.127631713736561	transcript-transcript	0.127631713736561
CD3G	GP5	0.251609589013795	transcript-transcript	0.251609589013795
CD3G	CD28	0.814793281663015	transcript-transcript	0.814793281663015
CD3G	CD6	0.826388888476564	transcript-transcript	0.826388888476564
CD3G	CD27	0.196119658539332	transcript-transcript	0.196119658539332
CD3G	CD3D	0.833558398359005	transcript-transcript	0.833558398359005
CD3G	CR2	0.242807314877581	transcript-transcript	0.242807314877581
SERPINA1	AKR1C1	0.184315906658154	transcript-transcript	0.184315906658154
SERPINA1	ABCA3	-0.516728128504647	transcript-transcript	0.516728128504647
SERPINA1	C2	-0.156658197677047	transcript-transcript	0.156658197677047
IL2RB	DBP	0.582110763863315	transcript-transcript	0.582110763863315
IL2RB	GBP1	-0.220650818423507	transcript-transcript	0.220650818423507
IL2RB	CD1C	0.577690988752949	transcript-transcript	0.577690988752949
IL2RB	CD14	0.440127382922627	transcript-transcript	0.440127382922627
IL2RB	CR2	0.205420654374628	transcript-transcript	0.205420654374628
CD2	CD28	0.66620499754856	transcript-transcript	0.66620499754856
CD2	CD6	0.889892431834477	transcript-transcript	0.889892431834477
CD2	RHOH	0.657136347598153	transcript-transcript	0.657136347598153
CD2	CD27	0.445583655633195	transcript-transcript	0.445583655633195
CD2	CD3D	0.89484486199847	transcript-transcript	0.89484486199847
CD2	CR2	0.202457811825096	transcript-transcript	0.202457811825096
STAT1	XAF1	0.898989862060102	transcript-transcript	0.898989862060102
STAT1	RSAD2	0.890937560540014	transcript-transcript	0.890937560540014
STAT1	IRF9	0.811899169222027	transcript-transcript	0.811899169222027
STAT1	GBP1	0.930463511301898	transcript-transcript	0.930463511301898
MARCHF3	SAR1A	0.220486557599029	transcript-transcript	0.220486557599029
EIF4EBP1	CD6	0.682892500502278	transcript-transcript	0.682892500502278
HHEX	TCFL5	0.367204484763354	transcript-transcript	0.367204484763354
HHEX	DSP	0.190683904208991	transcript-transcript	0.190683904208991
RSAD2	IFI44	0.968157997020613	transcript-transcript	0.968157997020613
CAPG	AKR1A1	0.475435668146442	transcript-transcript	0.475435668146442
CFD	CD28	-0.306282275701072	transcript-transcript	0.306282275701072
CCR7	RSAD2	-0.242787333578179	transcript-transcript	0.242787333578179
RERE	SLC29A1	-0.199853496388069	transcript-transcript	0.199853496388069
COL9A2	MARCKSL1	-0.171602855467858	transcript-transcript	0.171602855467858
IRF9	IFI44	0.805966819735407	transcript-transcript	0.805966819735407
IRF9	RSAD2	0.817879637977856	transcript-transcript	0.817879637977856
CD86	CPM	-0.355503462137574	transcript-transcript	0.355503462137574
ELK3	HHEX	0.177852721700642	transcript-transcript	0.177852721700642
DDOST	AKR1A1	0.649338660120546	transcript-transcript	0.649338660120546
GNRH1	MARCKSL1	-0.199575792065658	transcript-transcript	0.199575792065658
PUM3	RIOX2	0.77391200324319	transcript-transcript	0.77391200324319
FOLR2	COMT	0.779975928478708	transcript-transcript	0.779975928478708
DNASE1L3	CCR7	0.739288460792285	transcript-transcript	0.739288460792285
BMPR2	MCF2L2	-0.239306718730235	transcript-transcript	0.239306718730235
BMPR2	GALT	-0.609877551676902	transcript-transcript	0.609877551676902
GYPC	CPM	-0.360972296651291	transcript-transcript	0.360972296651291
GYPC	HHEX	-0.130819895620722	transcript-transcript	0.130819895620722
GYPC	ELK3	-0.316191298188249	transcript-transcript	0.316191298188249
TNFRSF17	DEFA4	0.139094267353345	transcript-transcript	0.139094267353345
TNFRSF17	FCGR2A	-0.21213303374602	transcript-transcript	0.21213303374602
SERPINB1	CAST	0.667039931065053	transcript-transcript	0.667039931065053
EGR3	NR4A1	0.268858486951808	transcript-transcript	0.268858486951808
CRIP2	GUSB	0.498183782746582	transcript-transcript	0.498183782746582
FOSB	NR4A1	0.33986355583525	transcript-transcript	0.33986355583525
FOSB	EGR3	0.805278785983774	transcript-transcript	0.805278785983774
MGLL	DSP	-0.218159292669913	transcript-transcript	0.218159292669913
TYMP	AKR1A1	0.486389102093985	transcript-transcript	0.486389102093985
TYMP	RSAD2	0.469588821675968	transcript-transcript	0.469588821675968
TYMP	CAPG	0.722939777652361	transcript-transcript	0.722939777652361
ABCA3	GUSB	0.429377098892121	transcript-transcript	0.429377098892121
ABCA3	ATP6V0C	-0.176803634519854	transcript-transcript	0.176803634519854
ACP5	CAPG	0.333922226742101	transcript-transcript	0.333922226742101
ABR	GTF2H5	-0.435045627366275	transcript-transcript	0.435045627366275
AP2M1	CRIP2	0.266890751386538	transcript-transcript	0.266890751386538
FANCC	EBP	0.607758474728103	transcript-transcript	0.607758474728103
RHOH	CCR7	0.850011337452975	transcript-transcript	0.850011337452975
RHOH	DNASE1L3	0.66040938363465	transcript-transcript	0.66040938363465
CSF1R	FOLR2	0.839205355342589	transcript-transcript	0.839205355342589
TOR1A	CLTA	-0.343774329929498	transcript-transcript	0.343774329929498
BMP2	FLNB	0.336372505080785	transcript-transcript	0.336372505080785
GBP1	IFI44	0.826539978868278	transcript-transcript	0.826539978868278
GBP1	RSAD2	0.831916262868408	transcript-transcript	0.831916262868408
GBP1	IRF9	0.747753854888967	transcript-transcript	0.747753854888967
HNRNPK	SF3B1	0.906534316808258	transcript-transcript	0.906534316808258
GNAS	ATP6V0C	0.305047322324765	transcript-transcript	0.305047322324765
CTSK	EMP1	0.542194161620892	transcript-transcript	0.542194161620892
CTSK	EGR3	0.343799534166401	transcript-transcript	0.343799534166401
CTSK	ACP5	-0.573418184752524	transcript-transcript	0.573418184752524
FAP	FCGR2A	0.23764117267991	transcript-transcript	0.23764117267991
FAP	CALD1	0.151751840568076	transcript-transcript	0.151751840568076
GSR	DDOST	-0.526896560331057	transcript-transcript	0.526896560331057
CD52	CCR7	0.825770901050539	transcript-transcript	0.825770901050539
CD52	DNASE1L3	0.693162277292164	transcript-transcript	0.693162277292164
CD52	GZMA	0.408885812331931	transcript-transcript	0.408885812331931
CD52	RHOH	0.676652176092387	transcript-transcript	0.676652176092387
YWHAQ	MARCKSL1	-0.325101638976946	transcript-transcript	0.325101638976946
YWHAQ	GATA3	-0.328772094336723	transcript-transcript	0.328772094336723
CD9	SLC29A1	0.362467206150647	transcript-transcript	0.362467206150647
ABCC2	COL9A3	0.347469835181603	transcript-transcript	0.347469835181603
ANXA1	FCGR2A	0.624187080277936	transcript-transcript	0.624187080277936
ANXA1	EMP1	0.296922796685275	transcript-transcript	0.296922796685275
ANXA1	EGR3	0.288855670525522	transcript-transcript	0.288855670525522
ANXA1	FOSB	0.324214961203372	transcript-transcript	0.324214961203372
ANXA1	CTSK	0.382017482759661	transcript-transcript	0.382017482759661
GLA	PLIN2	-0.167171025914925	transcript-transcript	0.167171025914925
CFH	CFD	-0.467826473149369	transcript-transcript	0.467826473149369
CFH	CTSK	-0.238408817390824	transcript-transcript	0.238408817390824
CFH	ANXA1	0.332818954604346	transcript-transcript	0.332818954604346
PHB2	CLTA	0.705345643708809	transcript-transcript	0.705345643708809
PHB2	DBP	0.706759136336743	transcript-transcript	0.706759136336743
PHB2	LRBA	-0.617509801226268	transcript-transcript	0.617509801226268
CD1C	CLCN2	0.55706840916786	transcript-transcript	0.55706840916786
AANAT	CLCN2	-0.17364578210469	transcript-transcript	0.17364578210469
AANAT	CFB	0.454447825442654	transcript-transcript	0.454447825442654
AANAT	CD1C	-0.340605775697137	transcript-transcript	0.340605775697137
GRK6	CD40	-0.256071971835217	transcript-transcript	0.256071971835217
HSPB1	GUSB	0.480993807597659	transcript-transcript	0.480993807597659
HSPB1	CRIP2	0.722360925738544	transcript-transcript	0.722360925738544
CASP6	TCFL5	-0.256296090506139	transcript-transcript	0.256296090506139
CASP6	HHEX	-0.262055604163167	transcript-transcript	0.262055604163167
GOT2	DDX19A	0.750021818334574	transcript-transcript	0.750021818334574
GOT2	CKB	0.294606391042986	transcript-transcript	0.294606391042986
GRN	AKR1A1	0.603470452342783	transcript-transcript	0.603470452342783
GRN	CAPG	0.686727206773987	transcript-transcript	0.686727206773987
GRN	SERPINB1	-0.496515756126152	transcript-transcript	0.496515756126152
GRN	TYMP	0.497114050563035	transcript-transcript	0.497114050563035
GRN	ACP5	0.56048004905421	transcript-transcript	0.56048004905421
GRN	HSPB1	0.681410738980465	transcript-transcript	0.681410738980465
DR1	DDOST	-0.598009951736815	transcript-transcript	0.598009951736815
DR1	GSR	0.789429970781665	transcript-transcript	0.789429970781665
DR1	ACADM	0.212087978977135	transcript-transcript	0.212087978977135
DR1	GTF2B	0.803487821345575	transcript-transcript	0.803487821345575
ARHGAP4	CEACAM1	-0.468394275311155	transcript-transcript	0.468394275311155
CSNK2A2	AKR1A1	0.27071209303949	transcript-transcript	0.27071209303949
CSNK2A2	GOT2	0.634632767157679	transcript-transcript	0.634632767157679
CREB1	EPB41	0.769935985743628	transcript-transcript	0.769935985743628
CREB1	ACADM	0.155609987137031	transcript-transcript	0.155609987137031
S1PR1	DSP	0.330687051663826	transcript-transcript	0.330687051663826
S1PR1	HHEX	0.298527161996598	transcript-transcript	0.298527161996598
S1PR1	ELK3	0.707349422503218	transcript-transcript	0.707349422503218
S1PR1	CASP6	0.411874514951205	transcript-transcript	0.411874514951205
AHCY	CLTA	0.346833050421699	transcript-transcript	0.346833050421699
AHCY	EBP	0.574880803230642	transcript-transcript	0.574880803230642
AHCY	LRBA	-0.35871394189675	transcript-transcript	0.35871394189675
AHCY	HNRNPC	-0.206993695319804	transcript-transcript	0.206993695319804
AHCY	PHB2	0.641602946618692	transcript-transcript	0.641602946618692
AHCY	GOT2	0.612913704350987	transcript-transcript	0.612913704350987
AHCY	CDKN2A	0.592683881111593	transcript-transcript	0.592683881111593
ASGR1	EIF4EBP1	0.832350863638597	transcript-transcript	0.832350863638597
ATF2	ACADM	0.497510720580722	transcript-transcript	0.497510720580722
ATF2	GTF2B	0.592577949340624	transcript-transcript	0.592577949340624
BRCA2	EZH2	0.75669529106905	transcript-transcript	0.75669529106905
CD27	CCR7	0.481806901105799	transcript-transcript	0.481806901105799
CD27	DNASE1L3	0.407441969915822	transcript-transcript	0.407441969915822
CD27	RHOH	0.463107899596205	transcript-transcript	0.463107899596205
CD27	CD52	0.541842564438908	transcript-transcript	0.541842564438908
CD53	IFI44	0.384834377268262	transcript-transcript	0.384834377268262
CD53	CPM	0.157687898533227	transcript-transcript	0.157687898533227
CD53	GYPC	-0.479613169390671	transcript-transcript	0.479613169390671
CD53	SERPINB1	0.754493414156718	transcript-transcript	0.754493414156718
CD53	FCGR2B	0.221974479109586	transcript-transcript	0.221974479109586
CD53	RHOH	-0.493691891254778	transcript-transcript	0.493691891254778
CD53	GBP1	0.520349253682474	transcript-transcript	0.520349253682474
CD53	CD52	-0.505460906417326	transcript-transcript	0.505460906417326
CDK7	RIOX2	-0.570031220852833	transcript-transcript	0.570031220852833
CDK7	ECD	0.43439529256246	transcript-transcript	0.43439529256246
GSK3B	BMPR2	0.59947762533896	transcript-transcript	0.59947762533896
CDK4	CLTA	0.72215434414798	transcript-transcript	0.72215434414798
CDK4	HNRNPC	-0.474254190475989	transcript-transcript	0.474254190475989
CDK4	PHB2	0.880815951655032	transcript-transcript	0.880815951655032
CDK4	AHCY	0.649041399175555	transcript-transcript	0.649041399175555
CDK9	TOR1A	-0.381518256724875	transcript-transcript	0.381518256724875
C2	CD86	0.5711597714734	transcript-transcript	0.5711597714734
C2	GBP1	0.59213728100856	transcript-transcript	0.59213728100856
CD3D	CCR7	0.885762635302827	transcript-transcript	0.885762635302827
CD3D	DNASE1L3	0.759139450435676	transcript-transcript	0.759139450435676
CD3D	GZMA	0.525310173824676	transcript-transcript	0.525310173824676
CD3D	RHOH	0.830388337074902	transcript-transcript	0.830388337074902
CD3D	CD52	0.912767078374331	transcript-transcript	0.912767078374331
CD3D	CD27	0.482383649812302	transcript-transcript	0.482383649812302
ITGB2	CAPG	0.249323576380491	transcript-transcript	0.249323576380491
ITGB2	SERPINB1	0.23068245321052	transcript-transcript	0.23068245321052
ITGB2	FCGR2B	0.236564841406407	transcript-transcript	0.236564841406407
ITGB2	ACP5	-0.143387391717447	transcript-transcript	0.143387391717447
ITGB2	GRN	0.230912612950414	transcript-transcript	0.230912612950414
ITGB2	CD53	0.293330826192224	transcript-transcript	0.293330826192224
CASP1	GZMA	0.107792360032461	transcript-transcript	0.107792360032461
CASP1	GBP1	0.777042327503958	transcript-transcript	0.777042327503958
CASP1	CD53	0.828251536813113	transcript-transcript	0.828251536813113
CASP1	C2	0.315820572161737	transcript-transcript	0.315820572161737
CASP1	ITGB2	0.236572806034882	transcript-transcript	0.236572806034882
CD14	CPM	-0.300900853478812	transcript-transcript	0.300900853478812
CD14	AKR1A1	0.594382137492938	transcript-transcript	0.594382137492938
CD14	CAPG	0.348196094678989	transcript-transcript	0.348196094678989
CD14	SERPINB1	-0.555709743894355	transcript-transcript	0.555709743894355
CD14	FCGR2B	0.195659705095214	transcript-transcript	0.195659705095214
CD14	TYMP	0.510751556905092	transcript-transcript	0.510751556905092
CD14	ACP5	0.388583923049057	transcript-transcript	0.388583923049057
CD14	PLIN2	-0.123603450781606	transcript-transcript	0.123603450781606
CD14	ANXA5	0.25563949403509	transcript-transcript	0.25563949403509
CD14	GRN	0.526057595561463	transcript-transcript	0.526057595561463
CD14	ITGB2	0.197815901266284	transcript-transcript	0.197815901266284
CR2	CCR7	0.396058310841624	transcript-transcript	0.396058310841624
CR2	RHOH	0.387710258583334	transcript-transcript	0.387710258583334
CR2	CD27	0.121634084701039	transcript-transcript	0.121634084701039
CR2	CD53	-0.337240057667424	transcript-transcript	0.337240057667424
CR2	CD3D	0.161271446938332	transcript-transcript	0.161271446938332
ITGAL	IFI44	0.173661685078217	transcript-transcript	0.173661685078217
ITGAL	RSAD2	0.289243955593153	transcript-transcript	0.289243955593153
ITGAL	CCR7	-0.460484275427234	transcript-transcript	0.460484275427234
ITGAL	DNASE1L3	-0.113104712946269	transcript-transcript	0.113104712946269
ITGAL	GZMA	-0.244922578924768	transcript-transcript	0.244922578924768
ITGAL	RHOH	-0.533536648085984	transcript-transcript	0.533536648085984
ITGAL	CD52	-0.507921731082074	transcript-transcript	0.507921731082074
ITGAL	CD27	-0.379132655931113	transcript-transcript	0.379132655931113
ITGAL	CD53	0.492086966608763	transcript-transcript	0.492086966608763
ITGAL	CD3D	-0.567238648967393	transcript-transcript	0.567238648967393
CD69	IFI44	0.156136233261841	transcript-transcript	0.156136233261841
CD69	CCR7	0.195415067041729	transcript-transcript	0.195415067041729
CD69	RHOH	0.41488243408376	transcript-transcript	0.41488243408376
CD69	CD52	0.112649900827698	transcript-transcript	0.112649900827698
CD69	CD53	0.275967553647566	transcript-transcript	0.275967553647566
CD69	CD3D	0.306122912378928	transcript-transcript	0.306122912378928
CD69	CR2	0.153400536382864	transcript-transcript	0.153400536382864
CD3G	CCR7	0.722321533586018	transcript-transcript	0.722321533586018
CD3G	DNASE1L3	0.542344626457239	transcript-transcript	0.542344626457239
CD3G	GZMA	0.531168969956306	transcript-transcript	0.531168969956306
CD3G	RHOH	0.739763808754808	transcript-transcript	0.739763808754808
CD3G	CD52	0.616694530146098	transcript-transcript	0.616694530146098
CD3G	CD27	0.196119658539332	transcript-transcript	0.196119658539332
CD3G	CD3D	0.833558398359005	transcript-transcript	0.833558398359005
CD3G	ITGAL	-0.495228712134221	transcript-transcript	0.495228712134221
SERPINA1	AKR1A1	-0.277686336366877	transcript-transcript	0.277686336366877
SERPINA1	SERPINB1	0.641442663669572	transcript-transcript	0.641442663669572
SERPINA1	TYMP	0.191730373571755	transcript-transcript	0.191730373571755
SERPINA1	PLIN2	0.139487961238354	transcript-transcript	0.139487961238354
SERPINA1	CD53	0.798811661804525	transcript-transcript	0.798811661804525
SERPINA1	ITGB2	0.482922138719744	transcript-transcript	0.482922138719744
SERPINA1	CD14	-0.108755632799128	transcript-transcript	0.108755632799128
IL2RB	DNASE1L3	0.563841659517978	transcript-transcript	0.563841659517978
IL2RB	GZMA	0.694246639253567	transcript-transcript	0.694246639253567
IL2RB	RHOH	0.560562794416007	transcript-transcript	0.560562794416007
IL2RB	CD52	0.46504025690156	transcript-transcript	0.46504025690156
IL2RB	CD27	0.398550835888798	transcript-transcript	0.398550835888798
IL2RB	CD53	-0.626798623785953	transcript-transcript	0.626798623785953
IL2RB	CD3D	0.639960533105555	transcript-transcript	0.639960533105555
IL2RB	CASP1	-0.390875210564794	transcript-transcript	0.390875210564794
IL2RB	ITGAL	-0.223555341249573	transcript-transcript	0.223555341249573
IL2RB	CD3G	0.715299256179652	transcript-transcript	0.715299256179652
CD2	RERE	-0.505810986805313	transcript-transcript	0.505810986805313
STAT1	IFI44	0.844886564860346	transcript-transcript	0.844886564860346
STAT1	RSAD2	0.890937560540014	transcript-transcript	0.890937560540014
STAT1	IRF9	0.811899169222027	transcript-transcript	0.811899169222027
STAT1	GBP1	0.930463511301898	transcript-transcript	0.930463511301898
STAT1	ITGAL	0.407483918903075	transcript-transcript	0.407483918903075
CPM	FCGR1A	-0.350436248277989	transcript-transcript	0.350436248277989
NLRP1	NBPF3	0.128617950934186	transcript-transcript	0.128617950934186
BCL2	RNPC3	-0.20205627580848	transcript-transcript	0.20205627580848
FCGR2A	FCGR1A	0.60179854038214	transcript-transcript	0.60179854038214
BMPR2	RNPC3	0.713981444998394	transcript-transcript	0.713981444998394
BMPR2	CD5	-0.529149939273447	transcript-transcript	0.529149939273447
GZMA	CPM	-0.196196507278257	transcript-transcript	0.196196507278257
FCER2	BCL2	0.580622058371675	transcript-transcript	0.580622058371675
CD47	TNFRSF17	-0.307610047363389	transcript-transcript	0.307610047363389
CRIP2	NR4A1	0.553836089718203	transcript-transcript	0.553836089718203
NT5C2	NR4A1	-0.545411013354232	transcript-transcript	0.545411013354232
FCGR2B	FCGR2A	0.204706696853224	transcript-transcript	0.204706696853224
FKBP1A	NT5C2	0.36187870746614	transcript-transcript	0.36187870746614
CDC42	NT5C2	0.697383997672445	transcript-transcript	0.697383997672445
ABR	ERAP1	0.301779836205754	transcript-transcript	0.301779836205754
ABR	FCGR2A	0.555083953069912	transcript-transcript	0.555083953069912
PTK2B	DDR1	-0.578443110425469	transcript-transcript	0.578443110425469
PTK2B	DBP	-0.655484733216265	transcript-transcript	0.655484733216265
FANCC	NT5C2	-0.622251786739875	transcript-transcript	0.622251786739875
CD40	CD86	0.582869358823868	transcript-transcript	0.582869358823868
RHOH	NBPF3	0.135823874616771	transcript-transcript	0.135823874616771
RHOH	FCER2	0.732039022386754	transcript-transcript	0.732039022386754
CSF1R	CPM	-0.295697289810024	transcript-transcript	0.295697289810024
TOR1A	NT5C2	0.711473763341883	transcript-transcript	0.711473763341883
GATA3	TYMP	0.343194952757595	transcript-transcript	0.343194952757595
GBP1	FCGR1A	0.778562254620184	transcript-transcript	0.778562254620184
GBP1	CPM	-0.231634915497617	transcript-transcript	0.231634915497617
GBP1	FCGR2A	0.293416256276512	transcript-transcript	0.293416256276512
GBP1	CD40	0.16844664367828	transcript-transcript	0.16844664367828
GBP1	CSF1R	-0.121440740786893	transcript-transcript	0.121440740786893
HNRNPK	TPCN2	0.343429584085977	transcript-transcript	0.343429584085977
GNAS	RHOH	-0.431007271038406	transcript-transcript	0.431007271038406
FAP	FCGR1A	0.654990531226512	transcript-transcript	0.654990531226512
FAP	CPM	-0.184416028726054	transcript-transcript	0.184416028726054
GSR	RUNX1	0.489725213764362	transcript-transcript	0.489725213764362
GTF2F2	FKBP1A	0.389349501702412	transcript-transcript	0.389349501702412
CD52	MGLL	-0.328769632879223	transcript-transcript	0.328769632879223
CD9	DDR1	-0.10701003148686	transcript-transcript	0.10701003148686
CD9	CSF1R	-0.249605530303487	transcript-transcript	0.249605530303487
ABCC2	RHOH	-0.637787388069034	transcript-transcript	0.637787388069034
CHUK	ECD	0.434925889726614	transcript-transcript	0.434925889726614
CHUK	CRIP2	-0.773079612310646	transcript-transcript	0.773079612310646
CHUK	CDC42	0.732474562168703	transcript-transcript	0.732474562168703
GLA	FCGR1A	0.235977620270688	transcript-transcript	0.235977620270688
GLA	CD40	0.205461319067697	transcript-transcript	0.205461319067697
PHB2	FKBP1A	-0.134358263802951	transcript-transcript	0.134358263802951
CKB	FKBP1A	0.175652741101288	transcript-transcript	0.175652741101288
CD1C	ELK3	-0.191214412875708	transcript-transcript	0.191214412875708
CSNK2A1	CHUK	0.222165088342315	transcript-transcript	0.222165088342315
GRK6	CDC42	0.166667546393473	transcript-transcript	0.166667546393473
GRK6	CKB	0.328933044176667	transcript-transcript	0.328933044176667
DR1	CHUK	0.936394636180321	transcript-transcript	0.936394636180321
CDKN2A	NT5C2	-0.37330785969474	transcript-transcript	0.37330785969474
CREB1	HNRNPK	0.948629429331178	transcript-transcript	0.948629429331178
S1PR1	TPCN2	-0.182989141732994	transcript-transcript	0.182989141732994
CD53	CD1C	-0.497921649034853	transcript-transcript	0.497921649034853
CDK7	CD47	0.614834223419203	transcript-transcript	0.614834223419203
