GeneID1	GeneID2	PCC_severe	feature_type	PCC_severe_abs
IFI35	PLAAT4	0.747022091141746	transcript-transcript	0.747022091141746
IFI35	IRF7	0.908792538076242	transcript-transcript	0.908792538076242
IFI35	IFIT1	0.76100521608876	transcript-transcript	0.76100521608876
IFI35	IRF1	0.672720387351887	transcript-transcript	0.672720387351887
IFI35	ISG15	0.912417220985046	transcript-transcript	0.912417220985046
IFI35	MX1	0.810166972301333	transcript-transcript	0.810166972301333
IFI35	TAP1	0.772305612477108	transcript-transcript	0.772305612477108
IFI35	IFIT3	0.762233052351944	transcript-transcript	0.762233052351944
IFI35	CCL5	0.212970819570393	transcript-transcript	0.212970819570393
IFI35	OASL	0.697054698586976	transcript-transcript	0.697054698586976
IFI35	MX2	0.605152397781897	transcript-transcript	0.605152397781897
IFI35	IRF9	0.775278996409256	transcript-transcript	0.775278996409256
IFI35	RSAD2	0.804528793669452	transcript-transcript	0.804528793669452
CCL2	IRF1	0.261121957167975	transcript-transcript	0.261121957167975
CCL2	ITGB2	0.25909554582714	transcript-transcript	0.25909554582714
UBE2L6	OAS2	0.851697219876885	transcript-transcript	0.851697219876885
UBE2L6	LY6E	0.797676167365795	transcript-transcript	0.797676167365795
UBE2L6	SECTM1	0.654229721068883	transcript-transcript	0.654229721068883
UBE2L6	TRIM21	0.78792144545723	transcript-transcript	0.78792144545723
UBE2L6	OAS1	0.896768303601381	transcript-transcript	0.896768303601381
UBE2L6	PLAAT4	0.766154456573421	transcript-transcript	0.766154456573421
UBE2L6	IRF7	0.834249776415272	transcript-transcript	0.834249776415272
UBE2L6	CD74	0.456353635908253	transcript-transcript	0.456353635908253
UBE2L6	IFIT1	0.882007577060842	transcript-transcript	0.882007577060842
UBE2L6	IRF1	0.837542190078119	transcript-transcript	0.837542190078119
UBE2L6	ISG15	0.851435586399079	transcript-transcript	0.851435586399079
UBE2L6	MX1	0.892689462028587	transcript-transcript	0.892689462028587
UBE2L6	STAT1	0.826036759628245	transcript-transcript	0.826036759628245
UBE2L6	IFI44L	0.866235759012587	transcript-transcript	0.866235759012587
UBE2L6	TAP1	0.901258334522875	transcript-transcript	0.901258334522875
UBE2L6	IFIT3	0.911862943028241	transcript-transcript	0.911862943028241
UBE2L6	OASL	0.872162222045062	transcript-transcript	0.872162222045062
UBE2L6	MX2	0.775121500193568	transcript-transcript	0.775121500193568
UBE2L6	IRF9	0.8578872442856	transcript-transcript	0.8578872442856
UBE2L6	RSAD2	0.895799577203009	transcript-transcript	0.895799577203009
UBE2L6	IFI35	0.859745622504328	transcript-transcript	0.859745622504328
GALNS	NBEAL2	0.538730017218292	transcript-transcript	0.538730017218292
GOLGB1	AAK1	0.581991151627348	transcript-transcript	0.581991151627348
CAMP	NBEAL2	0.168745162046967	transcript-transcript	0.168745162046967
CAMP	GALNS	0.529169677087108	transcript-transcript	0.529169677087108
LPAR2	MTG1	0.198943841700598	transcript-transcript	0.198943841700598
LPAR2	TLE3	0.650774428235708	transcript-transcript	0.650774428235708
LPAR2	TAPBP	0.617880191111414	transcript-transcript	0.617880191111414
DNASE1	CAMP	0.143522021140952	transcript-transcript	0.143522021140952
LY6E	HTRA2	0.207916550671445	transcript-transcript	0.207916550671445
TLE2	GALNS	-0.115253986883547	transcript-transcript	0.115253986883547
CXCR3	BCR	0.489611574206097	transcript-transcript	0.489611574206097
CXCR3	LPAR2	0.144882392590644	transcript-transcript	0.144882392590644
SECTM1	CXCR3	0.307226975607641	transcript-transcript	0.307226975607641
SELENOP	PIKFYVE	0.439052305857275	transcript-transcript	0.439052305857275
NKRF	ATP6AP2	0.252324345790273	transcript-transcript	0.252324345790273
OPRD1	SMARCB1	0.21670765748826	transcript-transcript	0.21670765748826
PRG4	ENPEP	0.364542810514218	transcript-transcript	0.364542810514218
USF2	RTN2	0.739885923643396	transcript-transcript	0.739885923643396
PLAAT4	TRIM21	0.308688914309462	transcript-transcript	0.308688914309462
APC	GOLGB1	0.70391854794585	transcript-transcript	0.70391854794585
THBD	SIK1	0.277175039668034	transcript-transcript	0.277175039668034
SERPINA1	ITGAX	0.642472469758738	transcript-transcript	0.642472469758738
SERPINA1	SECTM1	0.544554023905587	transcript-transcript	0.544554023905587
RAF1	AKR1B1	-0.497106526964869	transcript-transcript	0.497106526964869
SLC25A3	AKR1B1	0.420305205496029	transcript-transcript	0.420305205496029
SLC25A3	RAF1	-0.147038908278185	transcript-transcript	0.147038908278185
CCL4	HP	0.198596939838687	transcript-transcript	0.198596939838687
S100A8	SECTM1	0.336822844898736	transcript-transcript	0.336822844898736
S100A8	LITAF	0.364210141273835	transcript-transcript	0.364210141273835
S100A8	SERPINA1	0.377693933065836	transcript-transcript	0.377693933065836
CD74	AKR1B1	0.587297124510267	transcript-transcript	0.587297124510267
CD74	SLC25A3	0.176214046732927	transcript-transcript	0.176214046732927
IFIT1	SELENOP	-0.138628133582625	transcript-transcript	0.138628133582625
HPN	CXCR3	0.126734165336984	transcript-transcript	0.126734165336984
FUT1	BCR	0.237587148360357	transcript-transcript	0.237587148360357
TLR2	PF4	-0.257560312319153	transcript-transcript	0.257560312319153
TLR2	SERPINA1	0.506620335814775	transcript-transcript	0.506620335814775
DDIT3	THBD	0.442064382064054	transcript-transcript	0.442064382064054
EGF	TLR5	0.27523930474002	transcript-transcript	0.27523930474002
ATR	ARIH1	0.489136790527719	transcript-transcript	0.489136790527719
RPS6KA1	HTRA2	0.627809186809211	transcript-transcript	0.627809186809211
RPS6KA1	LPAR2	0.54250086617097	transcript-transcript	0.54250086617097
RPS6KA1	SECTM1	0.595347250957496	transcript-transcript	0.595347250957496
CXCR4	PF4	0.241193728458704	transcript-transcript	0.241193728458704
CXCR4	TLR2	0.326394432982404	transcript-transcript	0.326394432982404
CYTIP	NT5E	0.143011979551165	transcript-transcript	0.143011979551165
ITGB2	TLR2	0.133685841853323	transcript-transcript	0.133685841853323
CAV1	IFIT1	-0.235449462526013	transcript-transcript	0.235449462526013
S100A9	PF4	0.157850336999438	transcript-transcript	0.157850336999438
S100A9	SERPINA1	0.527971962120491	transcript-transcript	0.527971962120491
S100A9	S100A8	0.90883346945281	transcript-transcript	0.90883346945281
S100A9	ITGB2	0.397418772456034	transcript-transcript	0.397418772456034
MX1	ISG15	0.86661304189799	transcript-transcript	0.86661304189799
IFI44L	CXCR4	-0.338099356837472	transcript-transcript	0.338099356837472
TAP1	PLAAT4	0.587587248578243	transcript-transcript	0.587587248578243
TAP1	CXCR4	-0.253570359941787	transcript-transcript	0.253570359941787
MX2	ITGAX	0.270799661460488	transcript-transcript	0.270799661460488
MX2	LY6E	0.54131595242925	transcript-transcript	0.54131595242925
MX2	SERPINA1	0.518037303740026	transcript-transcript	0.518037303740026
RSAD2	IFIT3	0.968932268125687	transcript-transcript	0.968932268125687
IFI35	ISG15	0.912417220985046	transcript-transcript	0.912417220985046
CCL2	MX1	0.65647091750025	transcript-transcript	0.65647091750025
UBE2L6	CXCR4	-0.245373393025461	transcript-transcript	0.245373393025461
UBE2L6	MX1	0.892689462028587	transcript-transcript	0.892689462028587
UBE2L6	TAP1	0.901258334522875	transcript-transcript	0.901258334522875
COL11A2	UBXN11	0.166383841981901	transcript-transcript	0.166383841981901
MNT	UBXN11	0.129825686573192	transcript-transcript	0.129825686573192
CXCR6	CD163	-0.22929069834008	transcript-transcript	0.22929069834008
VDR	LITAF	0.567976095360271	transcript-transcript	0.567976095360271
RTN2	TLR9	0.593917353673758	transcript-transcript	0.593917353673758
OAS1	TRIM21	0.629486693694069	transcript-transcript	0.629486693694069
USF2	TLE3	0.364873546942594	transcript-transcript	0.364873546942594
PLAAT4	CD163	-0.414475826798578	transcript-transcript	0.414475826798578
REL	CD163	0.388064033773324	transcript-transcript	0.388064033773324
CTSC	TRIM21	0.174994016150613	transcript-transcript	0.174994016150613
S100A12	ACKR3	-0.346598964973988	transcript-transcript	0.346598964973988
SERPINA1	CXCR6	-0.146910742345139	transcript-transcript	0.146910742345139
RAF1	TLE3	0.66430183214484	transcript-transcript	0.66430183214484
CCL4	CD163	-0.484874231074262	transcript-transcript	0.484874231074262
S100A8	SECTM1	0.336822844898736	transcript-transcript	0.336822844898736
IFIT1	CD163	-0.139185600340103	transcript-transcript	0.139185600340103
IFIT1	TRIM21	0.648918427383453	transcript-transcript	0.648918427383453
IFIT1	OAS1	0.889266993969445	transcript-transcript	0.889266993969445
IFIT1	PLAAT4	0.624745565629312	transcript-transcript	0.624745565629312
HPN	TLE3	0.387818793489112	transcript-transcript	0.387818793489112
HPN	USF2	0.463172506439618	transcript-transcript	0.463172506439618
HPN	PLAAT4	0.371046621153	transcript-transcript	0.371046621153
HPN	SERPINA1	0.501590303092612	transcript-transcript	0.501590303092612
TLR2	CCL4	-0.378527710852502	transcript-transcript	0.378527710852502
CPE	TLE1	0.186642463114768	transcript-transcript	0.186642463114768
CXCL9	CD163	-0.337810476621598	transcript-transcript	0.337810476621598
CXCL9	TRIM21	0.399445085665762	transcript-transcript	0.399445085665762
CXCL1	ABCC1	-0.378489631925114	transcript-transcript	0.378489631925114
CA2	S100A8	0.239874362206311	transcript-transcript	0.239874362206311
CXCR4	REL	0.333664576965626	transcript-transcript	0.333664576965626
IRF1	TRIM21	0.875336597104037	transcript-transcript	0.875336597104037
IRF1	PLAAT4	0.522783058641826	transcript-transcript	0.522783058641826
IRF1	CXCL9	0.41031494723194	transcript-transcript	0.41031494723194
KRT18	MAPK3	0.220787519062445	transcript-transcript	0.220787519062445
CYTIP	CD163	0.227623832086501	transcript-transcript	0.227623832086501
FN1	IRF7	-0.300057075283647	transcript-transcript	0.300057075283647
FN1	CPE	0.119618724501929	transcript-transcript	0.119618724501929
ITGB2	REL	-0.130008253098652	transcript-transcript	0.130008253098652
ITGB2	CXCR4	-0.255181649775123	transcript-transcript	0.255181649775123
ITGB2	IRF1	0.391582207591881	transcript-transcript	0.391582207591881
ISG15	TRIM21	0.45246281344695	transcript-transcript	0.45246281344695
ISG15	OAS1	0.877325032488385	transcript-transcript	0.877325032488385
ISG15	PLAAT4	0.81962000969374	transcript-transcript	0.81962000969374
ISG15	IFIT1	0.850366105314129	transcript-transcript	0.850366105314129
ISG15	CXCL9	0.214989506593881	transcript-transcript	0.214989506593881
MX1	CD163	-0.111228090979267	transcript-transcript	0.111228090979267
MX1	OAS1	0.923181345595668	transcript-transcript	0.923181345595668
MX1	PLAAT4	0.676090382412903	transcript-transcript	0.676090382412903
MX1	IFIT1	0.937486153637424	transcript-transcript	0.937486153637424
MX1	ISG15	0.86661304189799	transcript-transcript	0.86661304189799
STAT1	TRIM21	0.838612165177713	transcript-transcript	0.838612165177713
STAT1	OAS1	0.787939788044477	transcript-transcript	0.787939788044477
STAT1	IFIT1	0.839495353344949	transcript-transcript	0.839495353344949
STAT1	TLR2	0.297634825636169	transcript-transcript	0.297634825636169
STAT1	CXCL9	0.409822591441274	transcript-transcript	0.409822591441274
STAT1	IRF1	0.687762070854073	transcript-transcript	0.687762070854073
STAT1	ISG15	0.591364480141013	transcript-transcript	0.591364480141013
STAT1	MX1	0.807111063587808	transcript-transcript	0.807111063587808
IFI44L	CAMP	-0.203422884651551	transcript-transcript	0.203422884651551
IFI44L	TRIM21	0.621033763982203	transcript-transcript	0.621033763982203
IFI44L	OAS1	0.945968188952006	transcript-transcript	0.945968188952006
IFI44L	IFIT1	0.952893599781804	transcript-transcript	0.952893599781804
IFI44L	ISG15	0.818536902663382	transcript-transcript	0.818536902663382
IFI44L	MX1	0.939443588475367	transcript-transcript	0.939443588475367
IFI44L	STAT1	0.853577234300769	transcript-transcript	0.853577234300769
CCR1	PDF	-0.253723123085431	transcript-transcript	0.253723123085431
CCR1	ITGB2	0.304449777221565	transcript-transcript	0.304449777221565
MXD1	TLR2	0.77129694315315	transcript-transcript	0.77129694315315
TAP1	TRIM21	0.900483063347675	transcript-transcript	0.900483063347675
TAP1	OAS1	0.796369449871616	transcript-transcript	0.796369449871616
TAP1	IFIT1	0.744800191848322	transcript-transcript	0.744800191848322
TAP1	TLR2	0.236477056010741	transcript-transcript	0.236477056010741
TAP1	CXCL9	0.386801633394931	transcript-transcript	0.386801633394931
TAP1	IRF1	0.907261058564718	transcript-transcript	0.907261058564718
TAP1	ISG15	0.700206865010683	transcript-transcript	0.700206865010683
TAP1	MX1	0.765709917234552	transcript-transcript	0.765709917234552
TAP1	STAT1	0.804280286273049	transcript-transcript	0.804280286273049
TAP1	IFI44L	0.729700205365597	transcript-transcript	0.729700205365597
CCL5	CD163	-0.385710436681112	transcript-transcript	0.385710436681112
CCL5	TRIM21	-0.141217422035199	transcript-transcript	0.141217422035199
CCL5	OAS1	0.162000850220318	transcript-transcript	0.162000850220318
CCL5	CCL4	0.36528600093812	transcript-transcript	0.36528600093812
CCL5	ISG15	0.402307568357674	transcript-transcript	0.402307568357674
CCL5	MX1	0.239774232086865	transcript-transcript	0.239774232086865
CCL5	STAT1	-0.166878649894962	transcript-transcript	0.166878649894962
MX2	ITGB2	0.300315168896876	transcript-transcript	0.300315168896876
MX2	MX1	0.875813856193683	transcript-transcript	0.875813856193683
MX2	CCR1	0.794025057201651	transcript-transcript	0.794025057201651
RSAD2	PDF	0.137838697963574	transcript-transcript	0.137838697963574
RSAD2	TRIM21	0.63852173717626	transcript-transcript	0.63852173717626
RSAD2	OAS1	0.921626462211781	transcript-transcript	0.921626462211781
RSAD2	IFIT1	0.984507245991601	transcript-transcript	0.984507245991601
RSAD2	ISG15	0.871452294553766	transcript-transcript	0.871452294553766
RSAD2	MX1	0.930062171929519	transcript-transcript	0.930062171929519
RSAD2	STAT1	0.829611605472484	transcript-transcript	0.829611605472484
RSAD2	IFI44L	0.960769687504306	transcript-transcript	0.960769687504306
RSAD2	TAP1	0.7582411479678	transcript-transcript	0.7582411479678
RSAD2	MX2	0.774326671572914	transcript-transcript	0.774326671572914
IFI35	CD163	-0.186993003277145	transcript-transcript	0.186993003277145
IFI35	OAS1	0.849151972162104	transcript-transcript	0.849151972162104
IFI35	PLAAT4	0.747022091141746	transcript-transcript	0.747022091141746
IFI35	IFIT1	0.76100521608876	transcript-transcript	0.76100521608876
IFI35	IRF1	0.672720387351887	transcript-transcript	0.672720387351887
IFI35	ISG15	0.912417220985046	transcript-transcript	0.912417220985046
IFI35	MX1	0.810166972301333	transcript-transcript	0.810166972301333
IFI35	STAT1	0.606817630843515	transcript-transcript	0.606817630843515
IFI35	IFI44L	0.76871688848545	transcript-transcript	0.76871688848545
IFI35	TAP1	0.772305612477108	transcript-transcript	0.772305612477108
IFI35	CCL5	0.212970819570393	transcript-transcript	0.212970819570393
IFI35	MX2	0.605152397781897	transcript-transcript	0.605152397781897
IFI35	RSAD2	0.804528793669452	transcript-transcript	0.804528793669452
CCL2	TRIM21	0.250746225842706	transcript-transcript	0.250746225842706
CCL2	THBD	-0.312153278060519	transcript-transcript	0.312153278060519
CCL2	ITGB2	0.25909554582714	transcript-transcript	0.25909554582714
CCL2	CCL5	0.406413258760579	transcript-transcript	0.406413258760579
UBE2L6	TRIM21	0.78792144545723	transcript-transcript	0.78792144545723
UBE2L6	OAS1	0.896768303601381	transcript-transcript	0.896768303601381
UBE2L6	PLAAT4	0.766154456573421	transcript-transcript	0.766154456573421
UBE2L6	IFIT1	0.882007577060842	transcript-transcript	0.882007577060842
UBE2L6	IRF1	0.837542190078119	transcript-transcript	0.837542190078119
UBE2L6	ISG15	0.851435586399079	transcript-transcript	0.851435586399079
UBE2L6	MX1	0.892689462028587	transcript-transcript	0.892689462028587
UBE2L6	STAT1	0.826036759628245	transcript-transcript	0.826036759628245
UBE2L6	IFI44L	0.866235759012587	transcript-transcript	0.866235759012587
UBE2L6	CCR1	0.647579039403602	transcript-transcript	0.647579039403602
UBE2L6	TAP1	0.901258334522875	transcript-transcript	0.901258334522875
UBE2L6	RSAD2	0.895799577203009	transcript-transcript	0.895799577203009
UBE2L6	IFI35	0.859745622504328	transcript-transcript	0.859745622504328
NBEAL2	UBXN11	0.163561844918456	transcript-transcript	0.163561844918456
ABCC1	MAPK3	-0.218418264632819	transcript-transcript	0.218418264632819
OAS2	EPHB2	0.672352964499669	transcript-transcript	0.672352964499669
OAS2	MAPK3	-0.475158763658249	transcript-transcript	0.475158763658249
PRG4	KDM5B	0.252877825524706	transcript-transcript	0.252877825524706
OAS1	TLE4	0.200744591807419	transcript-transcript	0.200744591807419
OAS1	LY6E	0.865393794277698	transcript-transcript	0.865393794277698
IRF7	ITGB3	-0.275121931246339	transcript-transcript	0.275121931246339
IRF7	LY6E	0.86437393377045	transcript-transcript	0.86437393377045
IRF7	OAS1	0.808834647927618	transcript-transcript	0.808834647927618
REL	CCDC88A	0.462213185643464	transcript-transcript	0.462213185643464
CD74	CARD16	0.134359809223945	transcript-transcript	0.134359809223945
CD74	CXCR6	0.300240898249893	transcript-transcript	0.300240898249893
IFIT1	LY6E	0.818925483508133	transcript-transcript	0.818925483508133
IFIT1	OAS1	0.889266993969445	transcript-transcript	0.889266993969445
IFIT1	IRF7	0.750656758261288	transcript-transcript	0.750656758261288
CXCL9	OAS1	0.299177163213301	transcript-transcript	0.299177163213301
CXCL9	IRF7	0.205783844162884	transcript-transcript	0.205783844162884
CXCL9	IFIT1	0.353959581001231	transcript-transcript	0.353959581001231
CXCL1	ACKR3	-0.29456206284741	transcript-transcript	0.29456206284741
CXCL1	CCL4	0.219386049151408	transcript-transcript	0.219386049151408
CXCL1	CXCL9	0.236379646666091	transcript-transcript	0.236379646666091
CXCR4	CXCR6	-0.24878413562068	transcript-transcript	0.24878413562068
CXCR4	CD74	-0.223205182439804	transcript-transcript	0.223205182439804
MAX	LNPK	0.373057676849316	transcript-transcript	0.373057676849316
IRF1	CARD16	0.731157380794408	transcript-transcript	0.731157380794408
IRF1	CTLA4	-0.131766674094654	transcript-transcript	0.131766674094654
IRF1	CXCR6	-0.127746057008223	transcript-transcript	0.127746057008223
IRF1	OAS1	0.610876055893744	transcript-transcript	0.610876055893744
IRF1	IRF7	0.667924791579215	transcript-transcript	0.667924791579215
IRF1	CXCL9	0.41031494723194	transcript-transcript	0.41031494723194
IRF1	CXCL1	0.253371197842197	transcript-transcript	0.253371197842197
IL1R1	CXCR6	-0.456887656449387	transcript-transcript	0.456887656449387
IL1R1	CD74	-0.795800115368278	transcript-transcript	0.795800115368278
CYTIP	CXCL1	0.314695602603414	transcript-transcript	0.314695602603414
ITGB2	EPHB2	0.177372997094272	transcript-transcript	0.177372997094272
ITGB2	MAPK3	0.508455368615427	transcript-transcript	0.508455368615427
ITGB2	RPS6KA1	0.48151702220417	transcript-transcript	0.48151702220417
ISG15	LY6E	0.960994507643576	transcript-transcript	0.960994507643576
ISG15	OAS1	0.877325032488385	transcript-transcript	0.877325032488385
ISG15	IRF7	0.932611152971391	transcript-transcript	0.932611152971391
ISG15	IFIT1	0.850366105314129	transcript-transcript	0.850366105314129
MX1	OAS1	0.923181345595668	transcript-transcript	0.923181345595668
MX1	IRF7	0.820265672939742	transcript-transcript	0.820265672939742
MX1	IFIT1	0.937486153637424	transcript-transcript	0.937486153637424
MX1	CXCL9	0.30845066217	transcript-transcript	0.30845066217
MX1	IRF1	0.611993972840817	transcript-transcript	0.611993972840817
MX1	ISG15	0.86661304189799	transcript-transcript	0.86661304189799
STAT1	LY6E	0.532643864105288	transcript-transcript	0.532643864105288
STAT1	OAS1	0.787939788044477	transcript-transcript	0.787939788044477
STAT1	IRF7	0.551086740824427	transcript-transcript	0.551086740824427
STAT1	IFIT1	0.839495353344949	transcript-transcript	0.839495353344949
STAT1	CXCL9	0.409822591441274	transcript-transcript	0.409822591441274
STAT1	IRF1	0.687762070854073	transcript-transcript	0.687762070854073
STAT1	ISG15	0.591364480141013	transcript-transcript	0.591364480141013
STAT1	MX1	0.807111063587808	transcript-transcript	0.807111063587808
CXCL10	PLAAT4	0.531454728660157	transcript-transcript	0.531454728660157
CCR1	VDR	0.107903433486846	transcript-transcript	0.107903433486846
MXD1	UBXN11	-0.662757184451399	transcript-transcript	0.662757184451399
MXD1	TLE4	0.896055488056455	transcript-transcript	0.896055488056455
MXD1	ACKR3	-0.242738736125432	transcript-transcript	0.242738736125432
MXD1	VDR	0.54562616422545	transcript-transcript	0.54562616422545
TAP1	OAS1	0.796369449871616	transcript-transcript	0.796369449871616
TAP1	IRF7	0.782555353617474	transcript-transcript	0.782555353617474
TAP1	IRF1	0.907261058564718	transcript-transcript	0.907261058564718
TAP1	ISG15	0.700206865010683	transcript-transcript	0.700206865010683
TAP1	MX1	0.765709917234552	transcript-transcript	0.765709917234552
TAP1	STAT1	0.804280286273049	transcript-transcript	0.804280286273049
MX2	TLE4	0.648309706662868	transcript-transcript	0.648309706662868
MX2	LY6E	0.54131595242925	transcript-transcript	0.54131595242925
MX2	OAS1	0.745660712388817	transcript-transcript	0.745660712388817
MX2	IRF7	0.602593724832246	transcript-transcript	0.602593724832246
MX2	IFIT1	0.815440961441918	transcript-transcript	0.815440961441918
MX2	ISG15	0.618815256472572	transcript-transcript	0.618815256472572
MX2	MX1	0.875813856193683	transcript-transcript	0.875813856193683
MX2	STAT1	0.827394664344667	transcript-transcript	0.827394664344667
IFI35	ITGB3	-0.373288460157669	transcript-transcript	0.373288460157669
IFI35	LY6E	0.865308698285632	transcript-transcript	0.865308698285632
IFI35	OAS1	0.849151972162104	transcript-transcript	0.849151972162104
IFI35	IRF7	0.908792538076242	transcript-transcript	0.908792538076242
IFI35	IFIT1	0.76100521608876	transcript-transcript	0.76100521608876
IFI35	CXCL9	0.236335463043807	transcript-transcript	0.236335463043807
IFI35	IRF1	0.672720387351887	transcript-transcript	0.672720387351887
IFI35	ISG15	0.912417220985046	transcript-transcript	0.912417220985046
IFI35	MX1	0.810166972301333	transcript-transcript	0.810166972301333
IFI35	STAT1	0.606817630843515	transcript-transcript	0.606817630843515
IFI35	TAP1	0.772305612477108	transcript-transcript	0.772305612477108
IFI35	MX2	0.605152397781897	transcript-transcript	0.605152397781897
CCL2	UBXN11	0.108729730530054	transcript-transcript	0.108729730530054
UBXN11	DNAH8	-0.267560346970499	transcript-transcript	0.267560346970499
HK1	PCSK9	-0.231030106479696	transcript-transcript	0.231030106479696
TLR9	EHMT1	0.187310706208669	transcript-transcript	0.187310706208669
CEACAM5	HK1	0.179010755907181	transcript-transcript	0.179010755907181
ABCC1	NBEAL2	-0.130001376415725	transcript-transcript	0.130001376415725
BCR	HK1	0.365786532904458	transcript-transcript	0.365786532904458
LY6E	OAS2	0.787148657212384	transcript-transcript	0.787148657212384
LY6E	ITGB3	-0.290440554130656	transcript-transcript	0.290440554130656
TLE2	KDM5B	-0.47229496633242	transcript-transcript	0.47229496633242
ADM	HK1	-0.175133126577775	transcript-transcript	0.175133126577775
ADM	ABCC1	-0.519374481384735	transcript-transcript	0.519374481384735
FLOT2	UBXN11	0.236735644326496	transcript-transcript	0.236735644326496
FLOT2	PDE4A	-0.192554313848049	transcript-transcript	0.192554313848049
FLOT2	HK1	0.177888625844257	transcript-transcript	0.177888625844257
ENPEP	DNASE1	0.153402368157761	transcript-transcript	0.153402368157761
PPRC1	NOC2L	0.708687047552613	transcript-transcript	0.708687047552613
PPRC1	BRD2	-0.218907698852546	transcript-transcript	0.218907698852546
PPRC1	ARIH1	-0.362090422509495	transcript-transcript	0.362090422509495
SELENOP	ENPEP	0.140154296198336	transcript-transcript	0.140154296198336
LITAF	HK1	-0.166288623708385	transcript-transcript	0.166288623708385
LITAF	ADM	0.79045000839122	transcript-transcript	0.79045000839122
MRC1	TLR8	0.272690711167329	transcript-transcript	0.272690711167329
MRC1	CXCR6	-0.286208118608979	transcript-transcript	0.286208118608979
RTN2	ABCC1	-0.213358779316237	transcript-transcript	0.213358779316237
KLKB1	PAGR1	0.217952142320839	transcript-transcript	0.217952142320839
NKRF	PPRC1	0.345475278651093	transcript-transcript	0.345475278651093
IGF1R	TLE2	-0.510809830052972	transcript-transcript	0.510809830052972
SGCE	LY6E	-0.217743224766532	transcript-transcript	0.217743224766532
OAS1	OAS2	0.961489587200546	transcript-transcript	0.961489587200546
AKR1B1	CCDC88A	-0.39910558403251	transcript-transcript	0.39910558403251
AKR1B1	ERG	-0.158373671704922	transcript-transcript	0.158373671704922
AKR1B1	CD163	-0.124660633758144	transcript-transcript	0.124660633758144
IRF7	OAS2	0.730382098704342	transcript-transcript	0.730382098704342
THBD	FLT1	0.284224031445768	transcript-transcript	0.284224031445768
THBD	HP	-0.157721114656145	transcript-transcript	0.157721114656145
S100A12	HP	0.653499292342822	transcript-transcript	0.653499292342822
SERPINA1	ENPEP	0.260250501032219	transcript-transcript	0.260250501032219
S100A8	TET2	-0.191080361134443	transcript-transcript	0.191080361134443
S100A8	S100A12	0.930580000883225	transcript-transcript	0.930580000883225
CD74	SECTM1	0.514457501113821	transcript-transcript	0.514457501113821
IFIT1	OAS2	0.914970585828145	transcript-transcript	0.914970585828145
IFIT1	OAS1	0.889266993969445	transcript-transcript	0.889266993969445
TLR2	TLR8	0.686391118092708	transcript-transcript	0.686391118092708
TLR2	CCL4	-0.378527710852502	transcript-transcript	0.378527710852502
CPE	ENPEP	0.136007708415154	transcript-transcript	0.136007708415154
CXCL9	TLR8	0.12343803122495	transcript-transcript	0.12343803122495
CXCL1	ABCC1	-0.378489631925114	transcript-transcript	0.378489631925114
CXCL1	ADM	0.373706229248961	transcript-transcript	0.373706229248961
CXCL1	PF4	0.304638180790891	transcript-transcript	0.304638180790891
CXCL1	CTSC	-0.181372767920886	transcript-transcript	0.181372767920886
CA2	TLE2	-0.223738203636246	transcript-transcript	0.223738203636246
RPS6KA1	CST3	0.296891400900297	transcript-transcript	0.296891400900297
CXCR4	TLR9	0.115153282688623	transcript-transcript	0.115153282688623
CXCR4	HTRA2	0.302072848110848	transcript-transcript	0.302072848110848
CXCR4	SMARCB1	-0.205698244994524	transcript-transcript	0.205698244994524
IRF1	CARD16	0.731157380794408	transcript-transcript	0.731157380794408
IRF1	TAPBP	0.549547408774658	transcript-transcript	0.549547408774658
IRF1	TRIM21	0.875336597104037	transcript-transcript	0.875336597104037
KRT18	PPIA	0.282622238499204	transcript-transcript	0.282622238499204
IL1R1	SGCE	0.312960959088158	transcript-transcript	0.312960959088158
IL1R1	AKR1B1	-0.53386512529086	transcript-transcript	0.53386512529086
CYTIP	DOCK11	0.708797537256614	transcript-transcript	0.708797537256614
CYTIP	HAVCR2	-0.187419393022294	transcript-transcript	0.187419393022294
CYTIP	CTLA4	-0.272214893876005	transcript-transcript	0.272214893876005
CYTIP	TLR9	0.226890798382244	transcript-transcript	0.226890798382244
CYTIP	PIKFYVE	0.606184053987125	transcript-transcript	0.606184053987125
CYTIP	IRF7	-0.278168133412249	transcript-transcript	0.278168133412249
CYTIP	CXCR4	0.533393120086478	transcript-transcript	0.533393120086478
FN1	SGCE	0.283301982242373	transcript-transcript	0.283301982242373
ITGB2	TLR8	0.153577945188326	transcript-transcript	0.153577945188326
ISG15	OAS2	0.81306374091811	transcript-transcript	0.81306374091811
ISG15	LY6E	0.960994507643576	transcript-transcript	0.960994507643576
ISG15	OAS1	0.877325032488385	transcript-transcript	0.877325032488385
ISG15	PLAAT4	0.81962000969374	transcript-transcript	0.81962000969374
ISG15	IRF7	0.932611152971391	transcript-transcript	0.932611152971391
ISG15	IFIT1	0.850366105314129	transcript-transcript	0.850366105314129
S100A9	HP	0.558018734531689	transcript-transcript	0.558018734531689
S100A9	S100A12	0.795744010874121	transcript-transcript	0.795744010874121
S100A9	CCL4	0.125888010730156	transcript-transcript	0.125888010730156
S100A9	S100A8	0.90883346945281	transcript-transcript	0.90883346945281
MX1	OAS2	0.952360274209276	transcript-transcript	0.952360274209276
MX1	LY6E	0.812417138534785	transcript-transcript	0.812417138534785
