"feature"	"statistic"
"MED1"	41.5574060882243
"SERPINH1"	41.1494183314301
"HTRA2"	41.0316849241794
"COL4A2"	40.9812080913237
"HLA-F"	40.7496433089052
"ATN1"	40.7211822390249
"SLC5A5"	40.7163323721728
"SLC9A7"	40.6649640717716
"STIL"	40.6499117839274
"SPAG9"	40.5158218897403
"COMT"	40.2564064128522
"PHB"	40.1734838313946
"PPIB"	40.0110431474762
"SLC25A10"	39.9794835326399
"SECTM1"	39.8988339330506
"PLK3"	39.7943632720966
"SETD2"	39.4371198795172
"SMPD1"	39.095974741187
"HDGFL3"	38.8961316836343
"STING1"	38.7653449171087
"CEL"	38.5968357506203
"RETN"	38.5481998583395
"TLR5"	38.5048146877183
"HSD17B6"	38.4870842931027
"TNFSF13"	38.3879356583254
"S100B"	38.276558076964
"IL23A"	38.2101176971589
"HLA-E"	38.0032659126645
"KSR1"	37.9298442666018
"LITAF"	37.8719874475305
"ERVW-1"	37.8389950679437
"C8G"	37.8056535514522
"PAK1"	37.656959700991
"RNPC3"	37.524808044752
"USF2"	37.5016055153175
"G6PD"	37.4542374493233
"RRM2"	37.3412363268459
"PPP1CA"	37.31757470282
"TSR1"	37.123663497813
"MPP5"	36.7659440514087
"GCNA"	36.4864557006054
"SMS"	36.4585120610229
"OAS3"	36.3817349168511
"DHX16"	36.2946362834991
"SLTM"	36.140308072192
"PIK3C2A"	35.8812405961504
"OXTR"	35.8613376658212
"IL1R2"	35.6664022523516
"NDUFAB1"	35.6583219461544
"CYP2C9"	35.6406251730687
"DSP"	35.6385205695714
"TYMP"	35.5664214394294
"MAVS"	35.1407073395951
"SLC25A3"	35.1134988313825
"DDX46"	34.8050020717803
"CEP250"	34.7008995724981
"TLR9"	34.4542715988937
"RPS6KA1"	34.4071080917028
"PIK3CG"	34.3383934574833
"CFI"	34.2818364851264
"RPS14"	34.1976350088507
"IL10"	34.0854978648755
"PPA1"	34.084122786402
"COMP"	33.9689858482565
"MNT"	33.8115070841841
"GAN"	33.7779524298445
"SELENOP"	33.7563504032357
"LAT"	33.6836125230058
"GABRG2"	33.4142418478782
"CAD"	33.3927512774433
"SGSH"	32.9018292763462
"ST3GAL4"	32.5283421361683
"PPRC1"	32.5023529836654
"NT5E"	32.4295969432309
"S100A12"	32.2712334486949
"IL4"	32.1769973995019
"LPO"	32.0037218027727
"EAF1"	31.9430948307163
"TET2"	31.9072947325929
"TG"	31.8811590244297
"PIKFYVE"	31.7164531076227
"ORM1"	31.6225958765008
"PLAC8"	31.4658294612396
"RAB40B"	31.401330688577
"STT3A"	31.3933382785065
"CTLA4"	31.276934677769
"DDC"	30.8556084500734
"CYCS"	30.7037722152028
"BAAT"	30.5499240309968
"CUBN"	30.4885918164738
"HSPD1"	30.464122921474
"ALK"	30.0619101092448
"ABO"	29.9787287969206
"RTN1"	29.7813581661064
"IKZF4"	29.716638812623
"HPGDS"	29.6309366175621
"PPP1R10"	29.4139124660258
"DNTT"	29.2774273159835
"ADRA2B"	29.2740466493154
"HM13"	29.2117773255313
"RPS6KB1"	29.1339498960163
"OMA1"	29.0988073411473
"CTF1"	29.0336791970358
"GLYAT"	28.9895936853213
"HPSE"	28.9771728714998
"CMA1"	28.8587957302921
"TSPAN33"	28.8374441847866
"KIR2DL4"	28.7926452743416
"KRT5"	28.6337261932207
"S100A6"	28.5840365893823
"HDGFL2"	28.4485727204153
"VIPR1"	28.4212297038511
"MTA2"	28.2992293408002
"VANGL1"	28.2444582687907
"PRCC"	28.2332652240607
"PTGDR"	28.1636892835795
"SLC1A5"	28.1419103896747
"MLXIP"	28.1234668520393
"NUSAP1"	28.1134336037477
"DHDDS"	27.9736491722523
"SORD"	27.9114061679027
"NISCH"	27.8587216098844
"FRZB"	27.7906540029089
"TSHR"	27.6284419078119
"UNG"	27.571220925394
"ITPA"	27.4490858199023
"NOCT"	27.4409199776977
"IL5"	27.4379720442665
"CPB1"	27.236202538424
"SPR"	26.547799373107
"CDH4"	26.1527578671759
"POLD1"	26.0574741734409
"AKR1B1"	25.9857373639214
"RTN4"	25.8985699692261
"DHPS"	25.733335373603
"RBM5"	25.6803801492975
"PHB2"	25.6802586798845
"COPA"	25.6472244150678
"ZBTB17"	25.5238303785953
"DDR1"	24.9800709498183
"PLEKHM1"	24.8555997288809
"PFDN4"	24.7622347102048
"NFE2L2"	24.6307774989237
"SLC22A4"	24.5654244819955
"ANG"	24.5641765521374
"PCTP"	24.504368875284
"GOLGB1"	24.1651289981885
"SIRT4"	24.0824928256386
"RAB1A"	23.8843009382598
"MAP2K7"	23.810937612951
"ASPSCR1"	23.577107275707
"PIK3CD"	23.557266130308
"ANGPTL4"	23.5055755822129
"CABP4"	23.3646888587343
"BLZF1"	23.2115933656544
"SGPL1"	23.1880237631739
"HNF4A"	23.1158875031768
"FLT4"	23.0316181570851
"TYRO3"	22.8749378372462
"TBXA2R"	22.7598525295002
"HMGN4"	22.7201523058517
"DYRK3"	22.6898699667174
"SIK1"	22.6002586490086
"GH1"	22.5182092856747
"CYP11A1"	22.4614175518157
"SRI"	22.4149890883035
"CDS1"	22.3198397299676
"SINHCAF"	22.2397160819512
"ADIRF"	22.1949693200583
"TAPBP"	22.0675815707043
"SLC14A1"	22.0453282620243
"ARL6IP5"	22.0411242617378
"MED9"	21.9926413741162
"CD46"	21.9725720649636
"NCAPG2"	21.9574427643478
"EPOR"	21.9298518627518
"APPL1"	21.8937075764176
"GLP1R"	21.8926726271181
"BGLAP"	21.8304895177253
"NR4A1"	21.8157468724422
"PKM"	21.5367795989194
"MASP1"	21.5159453913412
"CCK"	21.4060902500749
"ABCA1"	21.392629246057
"PIK3CB"	21.2279315272925
"DLX3"	21.071102731057
"GOLPH3"	21.0623362401513
"MBTPS2"	21.060425919956
"USF1"	20.9282649329834
"IL22"	20.9052414872327
"CTRL"	20.8388679031573
"PRTN3"	20.8192712914351
"BTG3"	20.7806148895256
"THBD"	20.6332070514675
"P2RY12"	20.5428589361166
"ABHD6"	20.5355311683271
"AGFG1"	20.396626963394
"PRKAA1"	20.3948524554888
"MC1R"	20.3214324388011
"PLG"	20.2638284541753
"CALR"	20.1556021377719
"DPEP1"	20.0431368188949
"COG7"	19.9833506162972
"RRAS"	19.8355745294693
"ZGPAT"	19.7750053929012
"NDST1"	19.6135129919021
"TRNT1"	19.6101064270249
"SLC4A2"	19.5650751940127
"NDUFB7"	19.4148806413519
"CALCR"	19.3320144474082
"NBL1"	19.1752528114071
"MBTPS1"	19.1006570042032
"IFNB1"	19.0504917541626
"TNNT1"	19.0301287392014
"LDHD"	18.9543436052463
"EDN3"	18.7713454139019
"ROBO3"	18.5811467170209
"COL11A2"	18.5436567546319
"SLC11A2"	18.435022697761
"REPIN1"	18.2223697010249
"MB"	18.2105753624915
"TAF5"	18.112757233439
"FASN"	18.0920655667946
"MGP"	18.0890808374225
"EAF2"	17.941207761875
"HK1"	17.9230742359447
"CTSF"	17.7918349924175
"SKIV2L"	17.4083290173558
"ATP1A3"	17.370670133363
"AKR1C2"	17.3370927435502
"MCF2L2"	17.2702130130069
"EHMT1"	17.2650203504085
"UTP25"	17.2289159756018
"ZMYND10"	17.1914452683159
"DBNL"	17.1744613230131
"MATK"	17.0763773088906
"BCS1L"	16.9731395140759
"CYP1A2"	16.9725527114989
"WNT11"	16.8762508592523
"TTF1"	16.783807895407
"MTX1"	16.7349500456387
"ANGPT2"	16.4709050489971
"UBXN11"	16.4363824208957
"CLCN2"	16.1750492966352
"NRL"	16.0021975719828
"SYCP2"	15.576794368712
"COPE"	15.5703762829749
"MCOLN1"	15.5493115879362
"RAB11A"	15.5424439313065
"PRKAB2"	15.51931112194
"AAAS"	15.49681213307
"MGA"	15.2344577759905
"TLR7"	15.1340046049499
"HLA-DQA1"	15.0047522004276
"RORC"	14.9383372999662
"MARCHF8"	14.9037906818368
"AXIN2"	14.8739924478065
"CPOX"	14.789180891822
"SESN1"	14.7392573885865
"B3GAT1"	14.6130215236698
"PTBP1"	14.579078137726
"CMAS"	14.5657263340601
"SLC38A7"	14.5624283978143
"OSBP"	14.5232706896215
"NEFL"	14.3042825257407
"TLE2"	14.2071044899416
"TLR8"	13.7951225316571
"PLXNA2"	13.7206786758467
"RPL4"	13.4855793943544
"ST14"	13.4707672310881
"SLC6A8"	13.4289132234572
"GTF2H5"	13.4113892319608
"GDF15"	13.3417347870112
"CRYGD"	13.2167143917451
"DHODH"	13.0281705241063
"PPIA"	12.812656372507
"LIPE"	12.7862288497744
"ADORA1"	12.5913057889027
"STON1"	12.3833090209484
"CCHCR1"	12.1174626467092
"FAIM2"	11.8410010339779
"EPHA2"	11.7873944603855
"CKLF"	11.764009966913
"CHRNA9"	11.719611681267
"CCL28"	11.6208988605967
"PSMD1"	11.5884569417562
"TPCN2"	11.4437082839052
"PPARA"	11.3281705010151
"YJU2"	11.3048256006804
"AHI1"	11.1360700380062
"REEP5"	11.0201387424115
"PIEZO1"	10.9296763149029
"GYPA"	10.8456534285748
"NTPCR"	10.7386704249701
"NAAA"	10.722706721975
"IL33"	10.7019299564563
"FLT3"	10.6545333235063
"IL2"	10.6262755461533
"TP53INP2"	10.4599605286154
"CD244"	10.3207006232696
"RCHY1"	10.3010261663462
"ALB"	10.191164651761
"IL17A"	10.1080912352621
"HEY2"	10.0634414250238
"SCPEP1"	10.0340405603989
"SCN11A"	9.99144054114258
"SLC25A20"	9.97963597363658
"C5AR1"	9.92533419539076
"CCL27"	9.89377460935633
"CARD16"	9.8173803893136
"PTGDR2"	9.81651802842555
"GP5"	9.73415091872524
"THOP1"	9.53543080618175
"ACHE"	9.48116264834298
"ARMC9"	9.46734248229943
"PCYT1A"	9.43695236679612
"DOCK11"	9.4313493064321
"SGCE"	9.4088542151415
"EBPL"	9.40270956091314
"PRG4"	9.36482349831516
"SKAP2"	9.35822688444024
"HSPG2"	9.35765704102731
"XCR1"	9.33361702439636
"CDR1"	9.2630819707329
"BDNF"	9.26293198272712
"TFDP2"	9.1395922179398
"KLRC2"	8.8850397529614
"SEC14L2"	8.62275603877353
"IL19"	8.53851582638871
"ABL2"	8.48808116000071
"TPI1"	8.48640234729048
"PIGF"	8.44001975261171
"HNF1B"	8.41524323399152
"NBPF3"	8.37190519776519
"TNFSF14"	8.2588244366669
"AICDA"	8.2170225876074
"MIA"	8.16404188629028
"NINL"	8.10950734486902
"TAF4"	8.09908423222183
"POC1A"	8.08189324384377
"NCAM1"	8.02874305902584
"NCKIPSD"	7.94778525636413
"ZNF415"	7.75203366037208
"TAB3"	7.69595778847874
"EIF2AK1"	7.38165792078043
"ASPRV1"	7.37483052059222
"PLA2G6"	7.34792608823497
"SLC33A1"	7.27665360266215
"DNAH8"	7.25394156494814
"POLG"	7.23247851302769
"CYGB"	7.20976308970491
"CLTRN"	7.13758800762987
"A1BG"	7.06151288813398
"TWNK"	6.98891779382295
"SESN2"	6.96621511420927
"ORM2"	6.94901488848598
"TCFL5"	6.92637657393746
"SETX"	6.90404003622423
"LZTFL1"	6.8854409607445
"PACC1"	6.86996627474491
"ZNF135"	6.73499384999952
"ZFYVE9"	6.65697551378873
"NBEAL2"	6.647927504832
"NPEPPS"	6.59421653093898
"SPAG5"	6.58862938969429
"ACE2"	6.54577741188518
"PADI4"	6.47894075995442
"ADCY10"	6.44933110056527
"BBS9"	6.4233063700747
"SPECC1"	6.42186598040965
"DPYS"	6.41473391988003
"ABCB6"	6.38009436549076
"CEACAM5"	6.36447563002142
"IMPACT"	6.30650513538294
"NLRP2"	6.17267679432179
"XK"	6.10594677370404
"HMGA2"	6.03870725861871
"TOP3B"	5.99755183237283
"RIOX1"	5.91600857108492
"GAK"	5.69270737427111
"IL13"	5.68756649704906
"HBA1"	5.44419792101959
"HRC"	5.37989118745636
"ANGPTL2"	5.27189933281501
"PSPH"	5.20597985721829
"SRR"	5.06402171072787
"LPA"	5.03575721219822
"NPC1"	5.0214342033677
"MOG"	5.00856316312707
"ZNF469"	5.00155468031995
"SAR1A"	4.92847110884958
"SLA2"	4.88793719214337
"GEN1"	4.83515671220725
"PRH1"	4.78110810780839
"HAMP"	4.69247945163668
"EEF1A2"	4.4613560499828
"EPX"	4.41836622451956
"SOAT1"	4.3842146976602
"PANK2"	4.16184933655145
"MARS1"	4.15351396070148
"H2AC18"	4.03571496767632
"PTGES"	4.01718669413824
"MAP6"	3.92859112056294
"HOXB5"	3.90176541161978
"PYCARD"	3.86126052337543
"STK26"	3.84958406343036
"STS"	3.82081496482513
"SIGLEC8"	3.78645273371787
"SPACA9"	3.72964761238651
"NAPSA"	3.72067556400246
"CRTAC1"	3.70414941740007
"DNER"	3.65684724727995
"ANKHD1-EIF4EBP3"	3.53095531959934
"DAPK3"	3.38682119219699
"CSPG5"	3.23769708958202
"SH2D3A"	3.18499437233704
"SELP"	3.15221193288126
"CCR2"	2.99998483553543
"SIGLEC5"	2.99998187377103
"GPR42"	2.99981013402956
"ZDHHC2"	2.96945399351023
"IL37"	2.9403478129525
"PCSK9"	2.91890837167444
"HTR3A"	2.91520442408505
"MRAP2"	2.88700516382442
"FASTK"	2.83331861508387
"PDF"	2.83238881647646
"NELFE"	2.80001759590086
"FUZ"	2.79969402534376
"CRISPLD2"	2.79170401773764
"SRA1"	2.69262973547922
"RBM45"	2.59071569197583
"CRX"	2.58898325654184
"HBM"	2.57191396979573
"MASP2"	2.52455234694599
"CDSN"	2.50951443355548
"RPGR"	2.45966827715339
"NELFCD"	2.45023393072263
"VPS51"	2.38503732374109
"FUT3"	2.2935438285397
"ASIP"	2.26685314336829
"CENPJ"	2.18836332400619
"HBG2"	2.17159043000241
"TANC2"	2.12769740881312
"C1QL1"	2.00129245614133
"APBB3"	2.00047100928156
"DNAH5"	1.86279503675446
"ADAMTS13"	1.70104477443358
"MUC16"	1.6875
"NOC2L"	1.54964530492639
"GGT1"	1.49998336639313
"KIR3DL2"	1.49992944448086
"PAGR1"	1.43000788882063
"PPIG"	1.12498243548179
"ACOD1"	1.12489410650565
"WDTC1"	1.11248325466465
"ASZ1"	1.09224146037891
"MSLN"	1.08333333333333
"SLC6A20"	1.08179807230329
"SMIM10L2A"	1.06782412805045
"MMEL1"	1.04235923774642
"DPYSL5"	1.01696531738841
"CNDP1"	1
"CNDP2"	1
"ZNF699"	0.75
"MED12L"	0.75
"ZNF675"	0.75
"MED19"	0.75
"MIA3"	0.749991753529489
"SLC26A8"	0.749991260574705
"PAOX"	0.7499898440039
"EMB"	0.749986801815679
"DUSP28"	0.749975170676964
"ZGLP1"	0.718127765895831
"MUC5B"	0.708333333333333
"FOXJ1"	0.707155374375979
"PDE4A"	0.696247151894506
"MT1A"	0.684097005443081
"KCNIP3"	0.682624245681315
"TRPV1"	0.681444690632055
"IFNE"	0.5
"PYURF"	0.5
"ARR3"	0.5
"PIGA"	0.5
"PTPMT1"	0.37499126423929
"SLC16A10"	0.374991260574705
"MAPK1IP1L"	0.374991033641776
"MRGPRF"	0.374990297291004
"SBK1"	0.374990297291004
"FAM168B"	0.374987551040733
"WASHC1"	0.374986457204675
"PRRT2"	0.374986457204584
"NTAN1"	0.374985530732576
"SCAI"	0.37498537496307
"C1QTNF1"	0.374984977746682
"IFNL1"	0.374984626231943
"PTCRA"	0.374964665718479
"TAF8"	0.374939657473516
