Gene 1	Gene 2	Weight	Network group	Network
ASAP2	ABCC3	0.011661582	Co-expression	Ramaswamy-Golub-2001
ELANE	SMOX	0.014168324	Co-expression	Ramaswamy-Golub-2001
CCL5	PTAFR	0.02035597	Co-expression	Ramaswamy-Golub-2001
CCL5	LILRB4	0.020119056	Co-expression	Ramaswamy-Golub-2001
CCL5	STAB1	0.016846413	Co-expression	Ramaswamy-Golub-2001
CCL5	GRN	0.010084099	Co-expression	Ramaswamy-Golub-2001
CCL5	CD74	0.014840193	Co-expression	Ramaswamy-Golub-2001
MNDA	MAFB	0.012821589	Co-expression	Ramaswamy-Golub-2001
MNDA	SOD2	0.015340915	Co-expression	Ramaswamy-Golub-2001
MNDA	CXCL10	0.01820205	Co-expression	Ramaswamy-Golub-2001
MNDA	S100A8	0.010971476	Co-expression	Ramaswamy-Golub-2001
MNDA	PTX3	0.011802376	Co-expression	Ramaswamy-Golub-2001
MNDA	S100A12	0.016675236	Co-expression	Ramaswamy-Golub-2001
MNDA	IL6	0.015085863	Co-expression	Ramaswamy-Golub-2001
MNDA	CD14	0.013598524	Co-expression	Ramaswamy-Golub-2001
MNDA	VCAN	0.0105128875	Co-expression	Ramaswamy-Golub-2001
TPM1	WFDC1	0.01860683	Co-expression	Ramaswamy-Golub-2001
TPM1	CALD1	0.013089121	Co-expression	Ramaswamy-Golub-2001
TPM1	MYL9	0.016014975	Co-expression	Ramaswamy-Golub-2001
TPM1	MYLK	0.016580412	Co-expression	Ramaswamy-Golub-2001
CSF3R	S100A8	0.011552041	Co-expression	Ramaswamy-Golub-2001
CSF3R	PTX3	0.014232824	Co-expression	Ramaswamy-Golub-2001
CSF3R	S100A12	0.017189357	Co-expression	Ramaswamy-Golub-2001
CSF3R	ACSL1	0.011859798	Co-expression	Ramaswamy-Golub-2001
CSF3R	GRN	0.008502961	Co-expression	Ramaswamy-Golub-2001
CSF3R	IL6	0.015059169	Co-expression	Ramaswamy-Golub-2001
CSF3R	VCAN	0.0110808965	Co-expression	Ramaswamy-Golub-2001
C1QB	STAT1	0.020312414	Co-expression	Ramaswamy-Golub-2001
C1QB	CD14	0.016116934	Co-expression	Ramaswamy-Golub-2001
C1QB	MMP9	0.017117528	Co-expression	Ramaswamy-Golub-2001
C1QB	CCL5	0.018126851	Co-expression	Ramaswamy-Golub-2001
COL3A1	ADAM9	0.0063457796	Co-expression	Ramaswamy-Golub-2001
COL3A1	HTRA1	0.012063225	Co-expression	Ramaswamy-Golub-2001
COL3A1	LTBP1	0.0100542195	Co-expression	Ramaswamy-Golub-2001
COL3A1	ITGB5	0.016526945	Co-expression	Ramaswamy-Golub-2001
COL3A1	VWF	0.011377514	Co-expression	Ramaswamy-Golub-2001
COL3A1	PLOD2	0.0072386833	Co-expression	Ramaswamy-Golub-2001
COL3A1	SPARC	0.015576822	Co-expression	Ramaswamy-Golub-2001
MCEMP1	LILRA5	0.01425213	Co-expression	Arijs-Rutgeerts-2009
METTL7B	ANKRD9	0.008501064	Co-expression	Arijs-Rutgeerts-2009
ESAM	PEAR1	0.0101505695	Co-expression	Arijs-Rutgeerts-2009
TINAGL1	GP6	0.02303051	Co-expression	Arijs-Rutgeerts-2009
DYSF	PEAR1	0.009489412	Co-expression	Arijs-Rutgeerts-2009
DYSF	MCEMP1	0.0057836575	Co-expression	Arijs-Rutgeerts-2009
DYSF	DLL1	0.00979147	Co-expression	Arijs-Rutgeerts-2009
TNFSF13B	IL18BP	0.01081014	Co-expression	Arijs-Rutgeerts-2009
TNFSF13B	SIGLEC1	0.014390002	Co-expression	Arijs-Rutgeerts-2009
LYVE1	ANGPTL1	0.010240969	Co-expression	Arijs-Rutgeerts-2009
SLC25A37	MCEMP1	0.01089162	Co-expression	Arijs-Rutgeerts-2009
SLC25A37	TNFSF13B	0.012199493	Co-expression	Arijs-Rutgeerts-2009
EGFL7	ESAM	0.010151625	Co-expression	Arijs-Rutgeerts-2009
C1QA	SIGLEC1	0.016565997	Co-expression	Arijs-Rutgeerts-2009
LHFPL6	FAM20A	0.0064863395	Co-expression	Arijs-Rutgeerts-2009
LHFPL6	MSRB3	0.007204939	Co-expression	Arijs-Rutgeerts-2009
LHFPL6	EHD3	0.009632547	Co-expression	Arijs-Rutgeerts-2009
LHFPL6	ARHGAP6	0.007815877	Co-expression	Arijs-Rutgeerts-2009
SEMA3F	ESAM	0.010524796	Co-expression	Arijs-Rutgeerts-2009
MAFB	TTC7B	0.007603678	Co-expression	Arijs-Rutgeerts-2009
MAFB	IL18BP	0.009198728	Co-expression	Arijs-Rutgeerts-2009
MAFB	SIGLEC1	0.012561232	Co-expression	Arijs-Rutgeerts-2009
MAFB	TNFSF13B	0.006946807	Co-expression	Arijs-Rutgeerts-2009
MAFB	C1QA	0.007935169	Co-expression	Arijs-Rutgeerts-2009
SIRPA	MAFB	0.009825111	Co-expression	Arijs-Rutgeerts-2009
WFDC1	MSRB3	0.017467763	Co-expression	Arijs-Rutgeerts-2009
WFDC1	ANGPTL1	0.01519211	Co-expression	Arijs-Rutgeerts-2009
TNFSF13	PLBD1	0.008433661	Co-expression	Arijs-Rutgeerts-2009
CTDSPL	VSIG2	0.0072986563	Co-expression	Arijs-Rutgeerts-2009
ITGB3	DYSF	0.0081380615	Co-expression	Arijs-Rutgeerts-2009
PTAFR	DYSF	0.010163561	Co-expression	Arijs-Rutgeerts-2009
CLDN5	ESAM	0.010134113	Co-expression	Arijs-Rutgeerts-2009
CLDN5	LYVE1	0.0145819895	Co-expression	Arijs-Rutgeerts-2009
CLDN5	EGFL7	0.021629428	Co-expression	Arijs-Rutgeerts-2009
CLDN5	SEMA3F	0.02255085	Co-expression	Arijs-Rutgeerts-2009
SLC18A2	TREML1	0.018901195	Co-expression	Arijs-Rutgeerts-2009
VNN1	FAXDC2	0.01706192	Co-expression	Arijs-Rutgeerts-2009
LILRB4	C1QA	0.014885868	Co-expression	Arijs-Rutgeerts-2009
LILRB4	PTAFR	0.021717967	Co-expression	Arijs-Rutgeerts-2009
DLC1	LYVE1	0.014521908	Co-expression	Arijs-Rutgeerts-2009
DLC1	LHFPL6	0.0064736344	Co-expression	Arijs-Rutgeerts-2009
ABLIM3	DYSF	0.005004598	Co-expression	Arijs-Rutgeerts-2009
ABLIM3	ITGB3	0.013303378	Co-expression	Arijs-Rutgeerts-2009
PF4V1	LHFPL6	0.005605492	Co-expression	Arijs-Rutgeerts-2009
ENTPD5	TLCD4	0.008863931	Co-expression	Arijs-Rutgeerts-2009
MMP8	SIGLEC5	0.018032623	Co-expression	Arijs-Rutgeerts-2009
CREB3L1	TNFSF13	0.010069559	Co-expression	Arijs-Rutgeerts-2009
CCL8	SIGLEC1	0.020271234	Co-expression	Arijs-Rutgeerts-2009
CCL8	TNFSF13B	0.010646808	Co-expression	Arijs-Rutgeerts-2009
CCL8	MAFB	0.010264361	Co-expression	Arijs-Rutgeerts-2009
CX3CL1	DYSF	0.010442699	Co-expression	Arijs-Rutgeerts-2009
CX3CL1	C1QA	0.017726576	Co-expression	Arijs-Rutgeerts-2009
STAB1	LYVE1	0.016264487	Co-expression	Arijs-Rutgeerts-2009
MMRN1	MSRB3	0.013084394	Co-expression	Arijs-Rutgeerts-2009
MMRN1	ANGPTL1	0.008983732	Co-expression	Arijs-Rutgeerts-2009
MMRN1	LYVE1	0.009259848	Co-expression	Arijs-Rutgeerts-2009
MMRN1	STAB1	0.013223471	Co-expression	Arijs-Rutgeerts-2009
CALD1	LHFPL6	0.009559906	Co-expression	Arijs-Rutgeerts-2009
CTSO	TPP1	0.013905179	Co-expression	Arijs-Rutgeerts-2009
CTSO	TFPI	0.007422052	Co-expression	Arijs-Rutgeerts-2009
ZNF185	TNFSF13	0.009344207	Co-expression	Arijs-Rutgeerts-2009
THBS1	ESAM	0.009725865	Co-expression	Arijs-Rutgeerts-2009
HLX	SMOC1	0.021980777	Co-expression	Arijs-Rutgeerts-2009
BST2	TNFSF13B	0.0109763	Co-expression	Arijs-Rutgeerts-2009
ITGA1	TTC7B	0.017063614	Co-expression	Arijs-Rutgeerts-2009
ITGA1	ESAM	0.011551808	Co-expression	Arijs-Rutgeerts-2009
NRGN	ESAM	0.011386802	Co-expression	Arijs-Rutgeerts-2009
NRGN	DYSF	0.009835261	Co-expression	Arijs-Rutgeerts-2009
NRGN	PPBP	0.032831293	Co-expression	Arijs-Rutgeerts-2009
ADAM9	TNFSF13	0.014010084	Co-expression	Arijs-Rutgeerts-2009
ADAM9	PF4	0.012352627	Co-expression	Arijs-Rutgeerts-2009
PROS1	SEMA3F	0.041835595	Co-expression	Arijs-Rutgeerts-2009
XK	TLCD4	0.0033337087	Co-expression	Arijs-Rutgeerts-2009
XK	ENTPD5	0.004037983	Co-expression	Arijs-Rutgeerts-2009
HTRA1	FAM20C	0.0043013687	Co-expression	Arijs-Rutgeerts-2009
HTRA1	FAM20A	0.0041592265	Co-expression	Arijs-Rutgeerts-2009
HTRA1	SMOC1	0.006130129	Co-expression	Arijs-Rutgeerts-2009
HTRA1	PEAR1	0.0042860648	Co-expression	Arijs-Rutgeerts-2009
HTRA1	EHD3	0.005898896	Co-expression	Arijs-Rutgeerts-2009
HTRA1	SIGLEC1	0.004425465	Co-expression	Arijs-Rutgeerts-2009
HTRA1	ARHGAP6	0.0050710184	Co-expression	Arijs-Rutgeerts-2009
HTRA1	LHFPL6	0.0017446354	Co-expression	Arijs-Rutgeerts-2009
HTRA1	MAFB	0.0026139943	Co-expression	Arijs-Rutgeerts-2009
HTRA1	ABLIM3	0.0023064883	Co-expression	Arijs-Rutgeerts-2009
HTRA1	FSTL1	0.005057053	Co-expression	Arijs-Rutgeerts-2009
HTRA1	CAV2	0.006059094	Co-expression	Arijs-Rutgeerts-2009
HTRA1	STAB1	0.004949914	Co-expression	Arijs-Rutgeerts-2009
HTRA1	CALD1	0.0056615416	Co-expression	Arijs-Rutgeerts-2009
HTRA1	BST2	0.0033656964	Co-expression	Arijs-Rutgeerts-2009
MYL9	MMRN1	0.01171926	Co-expression	Arijs-Rutgeerts-2009
PTGS1	FST	0.018266872	Co-expression	Arijs-Rutgeerts-2009
PTGS1	CAV2	0.021230657	Co-expression	Arijs-Rutgeerts-2009
PTGS1	HLX	0.012114006	Co-expression	Arijs-Rutgeerts-2009
PTGS1	MYL9	0.01441703	Co-expression	Arijs-Rutgeerts-2009
VSIG4	C1QA	0.015410074	Co-expression	Arijs-Rutgeerts-2009
VSIG4	SMOX	0.022864746	Co-expression	Arijs-Rutgeerts-2009
IL6R	TLCD4	0.011363349	Co-expression	Arijs-Rutgeerts-2009
CETP	GP1BA	0.009214007	Co-expression	Arijs-Rutgeerts-2009
CXCL10	IL18BP	0.014934874	Co-expression	Arijs-Rutgeerts-2009
CXCL10	TNFSF13B	0.009956028	Co-expression	Arijs-Rutgeerts-2009
CXCL10	CCL8	0.01409022	Co-expression	Arijs-Rutgeerts-2009
CXCL10	BST2	0.012695016	Co-expression	Arijs-Rutgeerts-2009
FOLR2	C1QA	0.014251898	Co-expression	Arijs-Rutgeerts-2009
MYLK	WFDC1	0.015744278	Co-expression	Arijs-Rutgeerts-2009
LAMP3	TNFSF13B	0.00695644	Co-expression	Arijs-Rutgeerts-2009
LAMP3	MAFB	0.0062936526	Co-expression	Arijs-Rutgeerts-2009
LAMP3	SOD2	0.0073321033	Co-expression	Arijs-Rutgeerts-2009
LAMP3	CCL8	0.011321437	Co-expression	Arijs-Rutgeerts-2009
LAMP3	BST2	0.009516404	Co-expression	Arijs-Rutgeerts-2009
LAMP3	CXCL10	0.0073691597	Co-expression	Arijs-Rutgeerts-2009
S100A9	LILRA5	0.010902259	Co-expression	Arijs-Rutgeerts-2009
S100A9	MCEMP1	0.006246035	Co-expression	Arijs-Rutgeerts-2009
S100A9	VNN3	0.010270754	Co-expression	Arijs-Rutgeerts-2009
S100A9	DYSF	0.0041460497	Co-expression	Arijs-Rutgeerts-2009
S100A9	HLX	0.007610403	Co-expression	Arijs-Rutgeerts-2009
AQP9	LILRA5	0.01261276	Co-expression	Arijs-Rutgeerts-2009
AQP9	MCEMP1	0.006970266	Co-expression	Arijs-Rutgeerts-2009
AQP9	VNN3	0.012723038	Co-expression	Arijs-Rutgeerts-2009
AQP9	SIGLEC5	0.009879227	Co-expression	Arijs-Rutgeerts-2009
AQP9	PTAFR	0.012244366	Co-expression	Arijs-Rutgeerts-2009
AQP9	PPBP	0.011292853	Co-expression	Arijs-Rutgeerts-2009
AQP9	S100A9	0.0057367077	Co-expression	Arijs-Rutgeerts-2009
PTPRF	CDC42BPA	0.014152117	Co-expression	Arijs-Rutgeerts-2009
S100A8	LILRA5	0.011218056	Co-expression	Arijs-Rutgeerts-2009
S100A8	MCEMP1	0.006706248	Co-expression	Arijs-Rutgeerts-2009
S100A8	VNN3	0.011128688	Co-expression	Arijs-Rutgeerts-2009
S100A8	DYSF	0.0047491994	Co-expression	Arijs-Rutgeerts-2009
S100A8	SLC25A37	0.009652965	Co-expression	Arijs-Rutgeerts-2009
S100A8	SOD2	0.0067827944	Co-expression	Arijs-Rutgeerts-2009
S100A8	PTAFR	0.011173231	Co-expression	Arijs-Rutgeerts-2009
S100A8	S100A9	0.005140765	Co-expression	Arijs-Rutgeerts-2009
S100A8	AQP9	0.0061238436	Co-expression	Arijs-Rutgeerts-2009
ITGA7	LYVE1	0.01727194	Co-expression	Arijs-Rutgeerts-2009
ITGA7	MMRN1	0.012076842	Co-expression	Arijs-Rutgeerts-2009
GJA4	PEAR1	0.022749895	Co-expression	Arijs-Rutgeerts-2009
GJA4	ESAM	0.011159596	Co-expression	Arijs-Rutgeerts-2009
GJA4	CLDN5	0.021704167	Co-expression	Arijs-Rutgeerts-2009
PTX3	DLL1	0.012859088	Co-expression	Arijs-Rutgeerts-2009
PTX3	VNN3	0.013743753	Co-expression	Arijs-Rutgeerts-2009
PTX3	SIGLEC5	0.011323542	Co-expression	Arijs-Rutgeerts-2009
PTX3	MMP8	0.011652161	Co-expression	Arijs-Rutgeerts-2009
PTX3	NRGN	0.01257465	Co-expression	Arijs-Rutgeerts-2009
PTX3	AQP9	0.0071508694	Co-expression	Arijs-Rutgeerts-2009
ASGR2	MCEMP1	0.013733572	Co-expression	Arijs-Rutgeerts-2009
ASGR2	HLX	0.017927267	Co-expression	Arijs-Rutgeerts-2009
ASGR2	S100A9	0.010043978	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	MSRB3	0.008679951	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	DLL1	0.007887037	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	WFDC1	0.005372612	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	MMRN1	0.004578292	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	CALD1	0.010164829	Co-expression	Arijs-Rutgeerts-2009
TGFB1I1	MYL9	0.009118099	Co-expression	Arijs-Rutgeerts-2009
F13A1	PROS1	0.019799462	Co-expression	Arijs-Rutgeerts-2009
F13A1	HTRA1	0.0038172342	Co-expression	Arijs-Rutgeerts-2009
GAS6	VSIG2	0.0021063783	Co-expression	Arijs-Rutgeerts-2009
VWF	LYVE1	0.018287973	Co-expression	Arijs-Rutgeerts-2009
VWF	HTRA1	0.0054613287	Co-expression	Arijs-Rutgeerts-2009
SELP	PEAR1	0.0107515445	Co-expression	Arijs-Rutgeerts-2009
SELP	VNN3	0.011454811	Co-expression	Arijs-Rutgeerts-2009
SELP	LYVE1	0.0073585478	Co-expression	Arijs-Rutgeerts-2009
SELP	EGFL7	0.01042155	Co-expression	Arijs-Rutgeerts-2009
SELP	CLDN5	0.010580118	Co-expression	Arijs-Rutgeerts-2009
SELP	PPBP	0.010809588	Co-expression	Arijs-Rutgeerts-2009
SELP	CCL8	0.009335542	Co-expression	Arijs-Rutgeerts-2009
SELP	LAMP3	0.0063838763	Co-expression	Arijs-Rutgeerts-2009
SELP	GJA4	0.0114923725	Co-expression	Arijs-Rutgeerts-2009
ANXA3	TNFSF13	0.00523147	Co-expression	Arijs-Rutgeerts-2009
ANXA3	ZNF185	0.009797034	Co-expression	Arijs-Rutgeerts-2009
ANXA3	PF4	0.0054078386	Co-expression	Arijs-Rutgeerts-2009
ANXA3	ADAM9	0.011803368	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	MSRB3	0.008054461	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	TTC7B	0.005190774	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	LILRB4	0.007509316	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	CALD1	0.009734436	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	ITGA1	0.009157961	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	HTRA1	0.0017581031	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	LTBP1	0.0096071325	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	GJA4	0.008484902	Co-expression	Arijs-Rutgeerts-2009
GUCY1B1	F13A1	0.006795193	Co-expression	Arijs-Rutgeerts-2009
TCN2	MAOB	0.012723725	Co-expression	Arijs-Rutgeerts-2009
S100A12	LILRA5	0.0171092	Co-expression	Arijs-Rutgeerts-2009
S100A12	MCEMP1	0.010592971	Co-expression	Arijs-Rutgeerts-2009
S100A12	S100A9	0.007881148	Co-expression	Arijs-Rutgeerts-2009
S100A12	AQP9	0.0083332285	Co-expression	Arijs-Rutgeerts-2009
S100A12	S100A8	0.008304905	Co-expression	Arijs-Rutgeerts-2009
S100A12	ASGR2	0.01670294	Co-expression	Arijs-Rutgeerts-2009
IL18R1	MCEMP1	0.010818034	Co-expression	Arijs-Rutgeerts-2009
IL18R1	MMRN1	0.010584997	Co-expression	Arijs-Rutgeerts-2009
IL18R1	BST2	0.016272651	Co-expression	Arijs-Rutgeerts-2009
IL18R1	S100A9	0.007630388	Co-expression	Arijs-Rutgeerts-2009
IL18R1	S100A8	0.008582356	Co-expression	Arijs-Rutgeerts-2009
IL18R1	S100A12	0.013234816	Co-expression	Arijs-Rutgeerts-2009
ACSL1	LILRA5	0.012598676	Co-expression	Arijs-Rutgeerts-2009
ACSL1	MCEMP1	0.007196883	Co-expression	Arijs-Rutgeerts-2009
ACSL1	VNN3	0.011902655	Co-expression	Arijs-Rutgeerts-2009
ACSL1	SIGLEC5	0.009145038	Co-expression	Arijs-Rutgeerts-2009
ACSL1	S100A9	0.005665658	Co-expression	Arijs-Rutgeerts-2009
ACSL1	AQP9	0.006767016	Co-expression	Arijs-Rutgeerts-2009
ACSL1	S100A8	0.005866091	Co-expression	Arijs-Rutgeerts-2009
ACSL1	PTX3	0.006968745	Co-expression	Arijs-Rutgeerts-2009
ACSL1	ASGR2	0.010760337	Co-expression	Arijs-Rutgeerts-2009
ACSL1	S100A12	0.008863061	Co-expression	Arijs-Rutgeerts-2009
HMOX1	METTL7B	0.0045387894	Co-expression	Arijs-Rutgeerts-2009
HMOX1	IL6R	0.016989939	Co-expression	Arijs-Rutgeerts-2009
CYP1B1	PF4V1	0.018312559	Co-expression	Arijs-Rutgeerts-2009
CYP1B1	MMRN1	0.0131930215	Co-expression	Arijs-Rutgeerts-2009
CYP1B1	TGFB1I1	0.007829465	Co-expression	Arijs-Rutgeerts-2009
LCN2	TNFSF13	0.0061083226	Co-expression	Arijs-Rutgeerts-2009
LCN2	PF4	0.0049380837	Co-expression	Arijs-Rutgeerts-2009
LCN2	ADAM9	0.010846269	Co-expression	Arijs-Rutgeerts-2009
LCN2	ANXA3	0.003894603	Co-expression	Arijs-Rutgeerts-2009
MGLL	CTTN	0.012922637	Co-expression	Arijs-Rutgeerts-2009
PRKAR2B	NT5M	0.010709942	Co-expression	Arijs-Rutgeerts-2009
WASF1	GUCY1B1	0.0073589794	Co-expression	Arijs-Rutgeerts-2009
GSTM5	IFNL1	0.0015478362	Co-expression	Arijs-Rutgeerts-2009
GSTM5	SPX	0.004023309	Co-expression	Arijs-Rutgeerts-2009
GSTM5	PLXNB3	0.0024385788	Co-expression	Arijs-Rutgeerts-2009
GSTM5	GP6	0.0024970635	Co-expression	Arijs-Rutgeerts-2009
GSTM5	PCYT1B	0.0030239613	Co-expression	Arijs-Rutgeerts-2009
GSTM5	PTGER3	0.0040923525	Co-expression	Arijs-Rutgeerts-2009
GSTM5	MAP1A	0.004855237	Co-expression	Arijs-Rutgeerts-2009
GSTM5	CSF1	0.0029084678	Co-expression	Arijs-Rutgeerts-2009
TNF	S100A9	0.009173257	Co-expression	Arijs-Rutgeerts-2009
GRN	KREMEN1	0.009306382	Co-expression	Arijs-Rutgeerts-2009
GRN	VSIG2	0.0023918112	Co-expression	Arijs-Rutgeerts-2009
SCN1B	WFDC1	0.012960574	Co-expression	Arijs-Rutgeerts-2009
WASF3	ANGPTL1	0.0103644105	Co-expression	Arijs-Rutgeerts-2009
WASF3	MMRN1	0.0060198233	Co-expression	Arijs-Rutgeerts-2009
WASF3	PROS1	0.011759657	Co-expression	Arijs-Rutgeerts-2009
WASF3	HTRA1	0.0020488235	Co-expression	Arijs-Rutgeerts-2009
WASF3	MYL9	0.011508985	Co-expression	Arijs-Rutgeerts-2009
WASF3	TGFB1I1	0.0037429228	Co-expression	Arijs-Rutgeerts-2009
WASF3	F13A1	0.011100291	Co-expression	Arijs-Rutgeerts-2009
PLPP3	FAM20C	0.016321091	Co-expression	Arijs-Rutgeerts-2009
PLPP3	LYVE1	0.010084325	Co-expression	Arijs-Rutgeerts-2009
PLPP3	LHFPL6	0.0041288086	Co-expression	Arijs-Rutgeerts-2009
PLPP3	MAFB	0.0068362267	Co-expression	Arijs-Rutgeerts-2009
PLPP3	TAL1	0.011169874	Co-expression	Arijs-Rutgeerts-2009
PLPP3	DLC1	0.017143972	Co-expression	Arijs-Rutgeerts-2009
PLPP3	STAB1	0.017767023	Co-expression	Arijs-Rutgeerts-2009
PLPP3	HTRA1	0.0026620764	Co-expression	Arijs-Rutgeerts-2009
PLPP3	ITGA7	0.01788688	Co-expression	Arijs-Rutgeerts-2009
STAT1	IL18BP	0.013401857	Co-expression	Arijs-Rutgeerts-2009
STAT1	SOD2	0.008449539	Co-expression	Arijs-Rutgeerts-2009
STAT1	BST2	0.011335453	Co-expression	Arijs-Rutgeerts-2009
STAT1	CXCL10	0.011756061	Co-expression	Arijs-Rutgeerts-2009
TNFSF10	CTSO	0.010332779	Co-expression	Arijs-Rutgeerts-2009
IL6	MMP8	0.018675303	Co-expression	Arijs-Rutgeerts-2009
IL6	CCL8	0.016099725	Co-expression	Arijs-Rutgeerts-2009
IL6	S100A9	0.007989164	Co-expression	Arijs-Rutgeerts-2009
IL6	PTX3	0.0111967325	Co-expression	Arijs-Rutgeerts-2009
IL6	TNF	0.020384662	Co-expression	Arijs-Rutgeerts-2009
CD14	DLL1	0.013741151	Co-expression	Arijs-Rutgeerts-2009
CD14	LILRB4	0.012337755	Co-expression	Arijs-Rutgeerts-2009
CD14	MMP8	0.0120224375	Co-expression	Arijs-Rutgeerts-2009
CD14	THBS1	0.01179918	Co-expression	Arijs-Rutgeerts-2009
CD14	S100A9	0.006136778	Co-expression	Arijs-Rutgeerts-2009
CD14	PTX3	0.0083735	Co-expression	Arijs-Rutgeerts-2009
CD14	ASGR2	0.013678793	Co-expression	Arijs-Rutgeerts-2009
CD14	ACSL1	0.0070851184	Co-expression	Arijs-Rutgeerts-2009
GNAZ	PTGER3	0.0063407575	Co-expression	Arijs-Rutgeerts-2009
GNAZ	ARHGEF12	0.0067233187	Co-expression	Arijs-Rutgeerts-2009
GNAZ	GSTM5	0.00079590623	Co-expression	Arijs-Rutgeerts-2009
CD74	CTSO	0.0135756675	Co-expression	Arijs-Rutgeerts-2009
FPR2	LILRA5	0.012041963	Co-expression	Arijs-Rutgeerts-2009
FPR2	MCEMP1	0.0063323975	Co-expression	Arijs-Rutgeerts-2009
FPR2	VNN3	0.012888993	Co-expression	Arijs-Rutgeerts-2009
FPR2	SLC25A37	0.009851788	Co-expression	Arijs-Rutgeerts-2009
FPR2	SIGLEC5	0.009195465	Co-expression	Arijs-Rutgeerts-2009
FPR2	SOD2	0.006307216	Co-expression	Arijs-Rutgeerts-2009
FPR2	PTAFR	0.0111328	Co-expression	Arijs-Rutgeerts-2009
FPR2	PPBP	0.010941053	Co-expression	Arijs-Rutgeerts-2009
FPR2	S100A9	0.0054401862	Co-expression	Arijs-Rutgeerts-2009
FPR2	AQP9	0.0071084728	Co-expression	Arijs-Rutgeerts-2009
FPR2	S100A8	0.0056753526	Co-expression	Arijs-Rutgeerts-2009
FPR2	S100A12	0.007761482	Co-expression	Arijs-Rutgeerts-2009
FPR2	ACSL1	0.0063068112	Co-expression	Arijs-Rutgeerts-2009
EGF	VEPH1	0.022567695	Co-expression	Arijs-Rutgeerts-2009
EGF	PLBD1	0.018903367	Co-expression	Arijs-Rutgeerts-2009
VEGFC	SEMA3F	0.009618454	Co-expression	Arijs-Rutgeerts-2009
VEGFC	DLC1	0.009925532	Co-expression	Arijs-Rutgeerts-2009
VEGFC	HTRA1	0.0021330565	Co-expression	Arijs-Rutgeerts-2009
VEGFC	LAMP3	0.006021378	Co-expression	Arijs-Rutgeerts-2009
VEGFC	SELP	0.0056110434	Co-expression	Arijs-Rutgeerts-2009
VCAM1	TNFSF13B	0.004890058	Co-expression	Arijs-Rutgeerts-2009
VCAM1	CLU	0.010243864	Co-expression	Arijs-Rutgeerts-2009
VCAM1	CETP	0.006861302	Co-expression	Arijs-Rutgeerts-2009
VCAM1	LAMP3	0.004902569	Co-expression	Arijs-Rutgeerts-2009
SPARC	FAM20A	0.003966397	Co-expression	Arijs-Rutgeerts-2009
SPARC	SMOC1	0.0063371616	Co-expression	Arijs-Rutgeerts-2009
SPARC	MSRB3	0.0044398983	Co-expression	Arijs-Rutgeerts-2009
SPARC	ESAM	0.0024038895	Co-expression	Arijs-Rutgeerts-2009
SPARC	LYVE1	0.0032859638	Co-expression	Arijs-Rutgeerts-2009
SPARC	LHFPL6	0.0017913138	Co-expression	Arijs-Rutgeerts-2009
SPARC	PF4V1	0.0033829242	Co-expression	Arijs-Rutgeerts-2009
SPARC	FSTL1	0.0055327867	Co-expression	Arijs-Rutgeerts-2009
SPARC	CAV2	0.0063218214	Co-expression	Arijs-Rutgeerts-2009
SPARC	MMRN1	0.0026323556	Co-expression	Arijs-Rutgeerts-2009
SPARC	CALD1	0.0055568577	Co-expression	Arijs-Rutgeerts-2009
SPARC	HLX	0.0037252351	Co-expression	Arijs-Rutgeerts-2009
SPARC	HTRA1	0.0011055992	Co-expression	Arijs-Rutgeerts-2009
SPARC	PTGS1	0.0034075996	Co-expression	Arijs-Rutgeerts-2009
SPARC	LTBP1	0.0055539985	Co-expression	Arijs-Rutgeerts-2009
SPARC	ITGA7	0.004254685	Co-expression	Arijs-Rutgeerts-2009
SPARC	GJA4	0.0047886893	Co-expression	Arijs-Rutgeerts-2009
SPARC	VWF	0.0056597874	Co-expression	Arijs-Rutgeerts-2009
SPARC	GUCY1B1	0.0018834791	Co-expression	Arijs-Rutgeerts-2009
SPARC	WASF3	0.0021341369	Co-expression	Arijs-Rutgeerts-2009
ACTN1	ESAM	0.012369145	Co-expression	Arijs-Rutgeerts-2009
ACTN1	DYSF	0.011042743	Co-expression	Arijs-Rutgeerts-2009
ACTN1	S100A9	0.011239693	Co-expression	Arijs-Rutgeerts-2009
ACTN1	S100A8	0.012106215	Co-expression	Arijs-Rutgeerts-2009
ACTN1	CD14	0.015454264	Co-expression	Arijs-Rutgeerts-2009
DNM3	TNFSF13	0.01000029	Co-expression	Arijs-Rutgeerts-2009
DNM3	ZNF185	0.021190941	Co-expression	Arijs-Rutgeerts-2009
DNM3	ANXA3	0.007310175	Co-expression	Arijs-Rutgeerts-2009
